,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
0,2022,set,LEGISLATIVA,"210.073.510,00","13.202.649,75","169.156.313,99"
1,2022,set,JUDICIARIA,"51.241.733,00","4.558.895,06","41.032.263,84"
2,2022,set,ESSENCIAL A JUSTICA,"965.204,00","324.400,00","594.660,59"
3,2022,set,ADMINISTRACAO,"830.313.303,00","66.896.323,62","609.434.258,77"
4,2022,set,SEGURANCA PUBLICA,"318.860.468,00","32.865.716,11","217.917.510,35"
5,2022,set,ASSISTENCIA SOCIAL,"272.873.334,00","10.969.515,04","96.342.590,49"
6,2022,set,PREVIDENCIA SOCIAL,"1.042.999.657,00","97.436.732,79","906.007.852,64"
7,2022,set,SAUDE,"2.702.685.442,00","240.031.073,68","2.142.964.361,12"
8,2022,set,TRABALHO,"17.985.423,00","3.340.469,94","12.650.683,92"
9,2022,set,EDUCACAO,"2.413.922.501,00","262.492.255,21","1.901.280.959,27"
10,2022,set,CULTURA,"102.462.129,00","3.018.709,28","25.733.931,63"
11,2022,set,DIREITOS DA CIDADANIA,"80.470.288,00","4.732.952,35","32.737.297,49"
12,2022,set,URBANISMO,"912.536.535,00","56.845.916,56","613.818.356,17"
13,2022,set,HABITACAO,"69.388.749,00","1.803.400,20","11.187.599,58"
14,2022,set,SANEAMENTO,"129.237.134,00","2.970.533,83","100.543.947,34"
15,2022,set,GESTAO AMBIENTAL,"90.975.885,00","5.135.258,07","71.030.719,97"
16,2022,set,CIENCIA E TECNOLOGIA,"9.482.758,00","1.864.793,55","4.970.359,97"
17,2022,set,COMERCIO E SERVICOS,"4.894.488,00","419.950,81","3.066.432,12"
18,2022,set,COMUNICACOES,"17.241.000,00","5.419.659,97","13.327.608,80"
19,2022,set,ENERGIA,"87.095.954,00","7.644.824,68","89.376.768,12"
20,2022,set,TRANSPORTE,"103.365.000,00","10.485.564,93","121.262.202,63"
21,2022,set,DESPORTO E LAZER,"13.608.983,00","1.091.174,63","9.326.645,05"
22,2022,set,ENCARGOS ESPECIAIS,"456.558.082,00","31.370.617,79","299.166.425,51"
23,2022,set,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,set,TOTAIS,"9.939.542.494,00","864.921.387,85","7.492.929.749,36"
0,2022,ago,LEGISLATIVA,"210.073.510,00","10.671.329,34","155.953.664,24"
1,2022,ago,JUDICIARIA,"51.241.733,00","4.943.131,38","36.473.368,78"
2,2022,ago,ESSENCIAL A JUSTICA,"965.204,00","22.400,00","270.260,59"
3,2022,ago,ADMINISTRACAO,"830.313.303,00","75.819.541,20","542.537.935,15"
4,2022,ago,SEGURANCA PUBLICA,"318.860.468,00","32.486.079,98","185.051.794,24"
5,2022,ago,ASSISTENCIA SOCIAL,"272.873.334,00","11.648.794,19","85.373.075,45"
6,2022,ago,PREVIDENCIA SOCIAL,"1.042.999.657,00","117.872.414,11","808.571.119,85"
7,2022,ago,SAUDE,"2.702.685.442,00","309.887.492,46","1.902.933.287,44"
8,2022,ago,TRABALHO,"17.985.423,00","3.236.228,39","9.310.213,98"
9,2022,ago,EDUCACAO,"2.413.922.501,00","242.228.919,52","1.638.788.704,06"
10,2022,ago,CULTURA,"102.462.129,00","3.463.991,49","22.715.222,35"
11,2022,ago,DIREITOS DA CIDADANIA,"80.470.288,00","3.044.452,30","28.004.345,14"
12,2022,ago,URBANISMO,"912.536.535,00","81.865.386,65","556.972.439,61"
13,2022,ago,HABITACAO,"69.388.749,00","1.416.540,23","9.384.199,38"
14,2022,ago,SANEAMENTO,"129.237.134,00","4.528.173,28","97.573.413,51"
15,2022,ago,GESTAO AMBIENTAL,"90.975.885,00","7.059.895,97","65.895.461,90"
16,2022,ago,CIENCIA E TECNOLOGIA,"9.482.758,00","443.158,31","3.105.566,42"
17,2022,ago,COMERCIO E SERVICOS,"4.894.488,00","307.607,08","2.646.481,31"
18,2022,ago,COMUNICACOES,"17.241.000,00","885.666,80","7.907.948,83"
19,2022,ago,ENERGIA,"87.095.954,00","16.264.985,61","81.731.943,44"
20,2022,ago,TRANSPORTE,"103.365.000,00","16.485.564,93","110.776.637,70"
21,2022,ago,DESPORTO E LAZER,"13.608.983,00","952.726,85","8.235.470,42"
22,2022,ago,ENCARGOS ESPECIAIS,"456.558.082,00","19.706.971,63","267.795.807,72"
23,2022,ago,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,ago,TOTAIS,"9.939.542.494,00","965.241.451,70","6.628.008.361,51"
0,2022,jul,LEGISLATIVA,"210.073.510,00","11.327.428,45","145.282.334,90"
1,2022,jul,JUDICIARIA,"51.241.733,00","4.402.434,98","31.530.237,40"
2,2022,jul,ESSENCIAL A JUSTICA,"965.204,00","192.863,59","247.860,59"
3,2022,jul,ADMINISTRACAO,"830.313.303,00","72.124.272,77","466.718.393,95"
4,2022,jul,SEGURANCA PUBLICA,"318.860.468,00","22.201.820,39","152.565.714,26"
5,2022,jul,ASSISTENCIA SOCIAL,"272.873.334,00","12.212.038,69","73.724.281,26"
6,2022,jul,PREVIDENCIA SOCIAL,"1.042.999.657,00","94.323.182,16","690.698.705,74"
7,2022,jul,SAUDE,"2.702.685.442,00","259.577.671,26","1.593.045.794,98"
8,2022,jul,TRABALHO,"17.985.423,00","1.978.469,49","6.073.985,59"
9,2022,jul,EDUCACAO,"2.413.922.501,00","183.363.932,57","1.396.559.784,54"
10,2022,jul,CULTURA,"102.462.129,00","2.786.597,01","19.251.230,86"
11,2022,jul,DIREITOS DA CIDADANIA,"80.470.288,00","1.867.796,81","24.959.892,84"
12,2022,jul,URBANISMO,"912.536.535,00","96.294.405,21","475.107.052,96"
13,2022,jul,HABITACAO,"69.388.749,00","1.164.623,43","7.967.659,15"
14,2022,jul,SANEAMENTO,"129.237.134,00","6.564.722,11","93.045.240,23"
15,2022,jul,GESTAO AMBIENTAL,"90.975.885,00","5.704.953,10","58.835.565,93"
16,2022,jul,CIENCIA E TECNOLOGIA,"9.482.758,00","339.092,45","2.662.408,11"
17,2022,jul,COMERCIO E SERVICOS,"4.894.488,00","287.916,45","2.338.874,23"
18,2022,jul,COMUNICACOES,"17.241.000,00","1.379.152,59","7.022.282,03"
19,2022,jul,ENERGIA,"87.095.954,00","5.671.096,96","65.466.957,83"
20,2022,jul,TRANSPORTE,"103.365.000,00","13.485.564,93","94.291.072,77"
21,2022,jul,DESPORTO E LAZER,"13.608.983,00","379.603,54","7.282.743,57"
22,2022,jul,ENCARGOS ESPECIAIS,"456.558.082,00","27.472.454,63","248.088.836,09"
23,2022,jul,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,jul,TOTAIS,"9.939.542.494,00","825.102.093,57","5.662.766.909,81"
0,2022,jun,LEGISLATIVA,"210.073.510,00","16.790.485,30","133.954.906,45"
1,2022,jun,JUDICIARIA,"51.241.733,00","4.519.200,04","27.127.802,42"
2,2022,jun,ESSENCIAL A JUSTICA,"965.204,00","4.725,00","54.997,00"
3,2022,jun,ADMINISTRACAO,"830.313.303,00","69.494.699,99","394.594.121,18"
4,2022,jun,SEGURANCA PUBLICA,"318.860.468,00","31.034.141,06","130.363.893,87"
5,2022,jun,ASSISTENCIA SOCIAL,"272.873.334,00","10.645.949,18","61.512.242,57"
6,2022,jun,PREVIDENCIA SOCIAL,"1.042.999.657,00","94.069.737,70","596.375.523,58"
7,2022,jun,SAUDE,"2.702.685.442,00","209.927.597,92","1.333.468.123,72"
8,2022,jun,TRABALHO,"17.985.423,00","1.098.274,61","4.095.516,10"
9,2022,jun,EDUCACAO,"2.413.922.501,00","225.371.737,88","1.213.195.851,97"
10,2022,jun,CULTURA,"102.462.129,00","3.182.393,86","16.464.633,85"
11,2022,jun,DIREITOS DA CIDADANIA,"80.470.288,00","2.635.856,20","23.092.096,03"
12,2022,jun,URBANISMO,"912.536.535,00","72.025.812,97","378.812.647,75"
13,2022,jun,HABITACAO,"69.388.749,00","1.006.279,24","6.803.035,72"
14,2022,jun,SANEAMENTO,"129.237.134,00","170.848,56","86.480.518,12"
15,2022,jun,GESTAO AMBIENTAL,"90.975.885,00","8.548.135,67","53.130.612,83"
16,2022,jun,CIENCIA E TECNOLOGIA,"9.482.758,00","339.653,87","2.323.315,66"
17,2022,jun,COMERCIO E SERVICOS,"4.894.488,00","403.769,88","2.050.957,78"
18,2022,jun,COMUNICACOES,"17.241.000,00","874.802,23","5.643.129,44"
19,2022,jun,ENERGIA,"87.095.954,00","6.259.908,42","59.795.860,87"
20,2022,jun,TRANSPORTE,"103.365.000,00","22.165.564,93","80.805.507,84"
21,2022,jun,DESPORTO E LAZER,"13.608.983,00","1.632.466,55","6.903.140,03"
22,2022,jun,ENCARGOS ESPECIAIS,"456.558.082,00","50.615.561,82","220.616.381,46"
23,2022,jun,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,jun,TOTAIS,"9.939.542.494,00","832.817.602,88","4.837.664.816,24"
0,2022,mai,LEGISLATIVA,"210.073.510,00","16.173.704,38","117.164.421,15"
1,2022,mai,JUDICIARIA,"51.241.733,00","5.444.559,78","22.608.602,38"
2,2022,mai,ESSENCIAL A JUSTICA,"965.204,00","38.912,00","50.272,00"
3,2022,mai,ADMINISTRACAO,"830.313.303,00","74.632.704,44","325.099.421,19"
4,2022,mai,SEGURANCA PUBLICA,"318.860.468,00","27.401.272,50","99.329.752,81"
5,2022,mai,ASSISTENCIA SOCIAL,"272.873.334,00","11.670.003,74","50.866.293,39"
6,2022,mai,PREVIDENCIA SOCIAL,"1.042.999.657,00","130.620.473,96","502.305.785,88"
7,2022,mai,SAUDE,"2.702.685.442,00","278.605.763,70","1.123.540.525,80"
8,2022,mai,TRABALHO,"17.985.423,00","922.648,63","2.997.241,49"
9,2022,mai,EDUCACAO,"2.413.922.501,00","215.375.595,13","987.824.114,09"
10,2022,mai,CULTURA,"102.462.129,00","6.065.836,35","13.282.239,99"
11,2022,mai,DIREITOS DA CIDADANIA,"80.470.288,00","6.955.545,03","20.456.239,83"
12,2022,mai,URBANISMO,"912.536.535,00","58.862.109,77","306.786.834,78"
13,2022,mai,HABITACAO,"69.388.749,00","1.169.808,86","5.796.756,48"
14,2022,mai,SANEAMENTO,"129.237.134,00","122.520,88","86.309.669,56"
15,2022,mai,GESTAO AMBIENTAL,"90.975.885,00","9.515.254,21","44.582.477,16"
16,2022,mai,CIENCIA E TECNOLOGIA,"9.482.758,00","665.582,30","1.983.661,79"
17,2022,mai,COMERCIO E SERVICOS,"4.894.488,00","392.644,98","1.647.187,90"
18,2022,mai,COMUNICACOES,"17.241.000,00","1.334.802,23","4.768.327,21"
19,2022,mai,ENERGIA,"87.095.954,00","7.264.546,31","53.535.952,45"
20,2022,mai,TRANSPORTE,"103.365.000,00","13.165.564,93","58.639.942,91"
21,2022,mai,DESPORTO E LAZER,"13.608.983,00","68.915,60","5.270.673,48"
22,2022,mai,ENCARGOS ESPECIAIS,"456.558.082,00","48.059.772,26","170.000.819,64"
23,2022,mai,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,mai,TOTAIS,"9.939.542.494,00","914.528.541,97","4.004.847.213,36"
0,2022,abr,LEGISLATIVA,"210.073.510,00","10.661.382,77","100.990.716,77"
1,2022,abr,JUDICIARIA,"51.241.733,00","4.231.135,98","17.164.042,60"
2,2022,abr,ESSENCIAL A JUSTICA,"965.204,00","1.890,00","11.360,00"
3,2022,abr,ADMINISTRACAO,"830.313.303,00","68.589.404,82","250.466.716,75"
4,2022,abr,SEGURANCA PUBLICA,"318.860.468,00","18.949.557,32","71.928.480,31"
5,2022,abr,ASSISTENCIA SOCIAL,"272.873.334,00","10.950.983,70","39.196.289,65"
6,2022,abr,PREVIDENCIA SOCIAL,"1.042.999.657,00","94.607.003,21","371.685.311,92"
7,2022,abr,SAUDE,"2.702.685.442,00","224.012.751,82","844.934.762,10"
8,2022,abr,TRABALHO,"17.985.423,00","737.112,52","2.074.592,86"
9,2022,abr,EDUCACAO,"2.413.922.501,00","189.316.082,36","772.448.518,96"
10,2022,abr,CULTURA,"102.462.129,00","3.707.494,32","7.216.403,64"
11,2022,abr,DIREITOS DA CIDADANIA,"80.470.288,00","1.590.628,75","13.500.694,80"
12,2022,abr,URBANISMO,"912.536.535,00","46.843.317,66","247.924.725,01"
13,2022,abr,HABITACAO,"69.388.749,00","963.871,07","4.626.947,62"
14,2022,abr,SANEAMENTO,"129.237.134,00","107.844,27","86.187.148,68"
15,2022,abr,GESTAO AMBIENTAL,"90.975.885,00","9.424.740,67","35.067.222,95"
16,2022,abr,CIENCIA E TECNOLOGIA,"9.482.758,00","345.038,01","1.318.079,49"
17,2022,abr,COMERCIO E SERVICOS,"4.894.488,00","353.932,09","1.254.542,92"
18,2022,abr,COMUNICACOES,"17.241.000,00","904.802,23","3.433.524,98"
19,2022,abr,ENERGIA,"87.095.954,00","13.842.253,88","46.271.406,14"
20,2022,abr,TRANSPORTE,"103.365.000,00","10.186.716,78","45.474.377,98"
21,2022,abr,DESPORTO E LAZER,"13.608.983,00","1.785.603,26","5.201.757,88"
22,2022,abr,ENCARGOS ESPECIAIS,"456.558.082,00","27.728.973,27","121.941.047,38"
23,2022,abr,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,abr,TOTAIS,"9.939.542.494,00","739.842.520,76","3.090.318.671,39"
0,2022,mar,LEGISLATIVA,"210.073.510,00","10.167.058,40","90.329.334,00"
1,2022,mar,JUDICIARIA,"51.241.733,00","4.427.414,55","12.932.906,62"
2,2022,mar,ESSENCIAL A JUSTICA,"965.204,00","9.470,00","9.470,00"
3,2022,mar,ADMINISTRACAO,"830.313.303,00","57.203.375,39","181.877.311,93"
4,2022,mar,SEGURANCA PUBLICA,"318.860.468,00","18.863.579,32","52.978.922,99"
5,2022,mar,ASSISTENCIA SOCIAL,"272.873.334,00","10.826.496,22","28.245.305,95"
6,2022,mar,PREVIDENCIA SOCIAL,"1.042.999.657,00","104.189.848,43","277.078.308,71"
7,2022,mar,SAUDE,"2.702.685.442,00","235.024.121,63","620.922.010,28"
8,2022,mar,TRABALHO,"17.985.423,00","706.065,06","1.337.480,34"
9,2022,mar,EDUCACAO,"2.413.922.501,00","308.487.347,90","583.132.436,60"
10,2022,mar,CULTURA,"102.462.129,00","1.385.433,78","3.508.909,32"
11,2022,mar,DIREITOS DA CIDADANIA,"80.470.288,00","3.302.607,96","11.910.066,05"
12,2022,mar,URBANISMO,"912.536.535,00","153.343.510,78","201.081.407,35"
13,2022,mar,HABITACAO,"69.388.749,00","1.341.885,31","3.663.076,55"
14,2022,mar,SANEAMENTO,"129.237.134,00","85.954.690,33","86.079.304,41"
15,2022,mar,GESTAO AMBIENTAL,"90.975.885,00","14.212.249,22","25.642.482,28"
16,2022,mar,CIENCIA E TECNOLOGIA,"9.482.758,00","443.310,59","973.041,48"
17,2022,mar,COMERCIO E SERVICOS,"4.894.488,00","283.934,41","900.610,83"
18,2022,mar,COMUNICACOES,"17.241.000,00","1.263.920,52","2.528.722,75"
19,2022,mar,ENERGIA,"87.095.954,00","15.059.278,54","32.429.152,26"
20,2022,mar,TRANSPORTE,"103.365.000,00","17.107.033,11","35.287.661,20"
21,2022,mar,DESPORTO E LAZER,"13.608.983,00","957.260,30","3.416.154,62"
22,2022,mar,ENCARGOS ESPECIAIS,"456.558.082,00","39.295.693,32","94.212.074,11"
23,2022,mar,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,mar,TOTAIS,"9.939.542.494,00","1.083.855.585,07","2.350.476.150,63"
0,2022,fev,LEGISLATIVA,"210.073.510,00","36.188.189,23","80.162.275,60"
1,2022,fev,JUDICIARIA,"51.241.733,00","4.396.218,49","8.505.492,07"
2,2022,fev,ESSENCIAL A JUSTICA,"965.204,00","0,00","0,00"
3,2022,fev,ADMINISTRACAO,"830.313.303,00","58.084.527,59","124.673.936,54"
4,2022,fev,SEGURANCA PUBLICA,"318.860.468,00","19.343.645,56","34.115.343,67"
5,2022,fev,ASSISTENCIA SOCIAL,"272.873.334,00","12.327.238,40","17.418.809,73"
6,2022,fev,PREVIDENCIA SOCIAL,"1.042.999.657,00","89.169.569,70","172.888.460,28"
7,2022,fev,SAUDE,"2.702.685.442,00","237.084.567,01","385.897.888,65"
8,2022,fev,TRABALHO,"17.985.423,00","528.862,24","631.415,28"
9,2022,fev,EDUCACAO,"2.413.922.501,00","158.220.903,37","274.645.088,70"
10,2022,fev,CULTURA,"102.462.129,00","1.337.077,70","2.123.475,54"
11,2022,fev,DIREITOS DA CIDADANIA,"80.470.288,00","4.858.898,21","8.607.458,09"
12,2022,fev,URBANISMO,"912.536.535,00","45.107.479,83","47.737.896,57"
13,2022,fev,HABITACAO,"69.388.749,00","1.792.999,46","2.321.191,24"
14,2022,fev,SANEAMENTO,"129.237.134,00","124.614,08","124.614,08"
15,2022,fev,GESTAO AMBIENTAL,"90.975.885,00","6.922.270,45","11.430.233,06"
16,2022,fev,CIENCIA E TECNOLOGIA,"9.482.758,00","282.755,49","529.730,89"
17,2022,fev,COMERCIO E SERVICOS,"4.894.488,00","294.529,70","616.676,42"
18,2022,fev,COMUNICACOES,"17.241.000,00","1.264.802,23","1.264.802,23"
19,2022,fev,ENERGIA,"87.095.954,00","17.369.873,72","17.369.873,72"
20,2022,fev,TRANSPORTE,"103.365.000,00","9.995.378,35","18.180.628,09"
21,2022,fev,DESPORTO E LAZER,"13.608.983,00","154.555,20","2.458.894,32"
22,2022,fev,ENCARGOS ESPECIAIS,"456.558.082,00","24.591.129,52","54.916.380,79"
23,2022,fev,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,fev,TOTAIS,"9.939.542.494,00","729.440.085,53","1.266.620.565,56"
0,2022,jan,LEGISLATIVA,"210.073.510,00","43.974.086,37","43.974.086,37"
1,2022,jan,JUDICIARIA,"51.241.733,00","4.109.273,58","4.109.273,58"
2,2022,jan,ESSENCIAL A JUSTICA,"965.204,00","0,00","0,00"
3,2022,jan,ADMINISTRACAO,"830.313.303,00","66.589.408,95","66.589.408,95"
4,2022,jan,SEGURANCA PUBLICA,"318.860.468,00","14.771.698,11","14.771.698,11"
5,2022,jan,ASSISTENCIA SOCIAL,"272.873.334,00","5.091.571,33","5.091.571,33"
6,2022,jan,PREVIDENCIA SOCIAL,"1.042.999.657,00","83.718.890,58","83.718.890,58"
7,2022,jan,SAUDE,"2.702.685.442,00","148.813.321,64","148.813.321,64"
8,2022,jan,TRABALHO,"17.985.423,00","102.553,04","102.553,04"
9,2022,jan,EDUCACAO,"2.413.922.501,00","116.424.185,33","116.424.185,33"
10,2022,jan,CULTURA,"102.462.129,00","786.397,84","786.397,84"
11,2022,jan,DIREITOS DA CIDADANIA,"80.470.288,00","3.748.559,88","3.748.559,88"
12,2022,jan,URBANISMO,"912.536.535,00","2.630.416,74","2.630.416,74"
13,2022,jan,HABITACAO,"69.388.749,00","528.191,78","528.191,78"
14,2022,jan,SANEAMENTO,"129.237.134,00","0,00","0,00"
15,2022,jan,GESTAO AMBIENTAL,"90.975.885,00","4.507.962,61","4.507.962,61"
16,2022,jan,CIENCIA E TECNOLOGIA,"9.482.758,00","246.975,40","246.975,40"
17,2022,jan,COMERCIO E SERVICOS,"4.894.488,00","322.146,72","322.146,72"
18,2022,jan,COMUNICACOES,"17.241.000,00","0,00","0,00"
19,2022,jan,ENERGIA,"87.095.954,00","0,00","0,00"
20,2022,jan,TRANSPORTE,"103.365.000,00","8.185.249,74","8.185.249,74"
21,2022,jan,DESPORTO E LAZER,"13.608.983,00","2.304.339,12","2.304.339,12"
22,2022,jan,ENCARGOS ESPECIAIS,"456.558.082,00","30.325.251,27","30.325.251,27"
23,2022,jan,RESERVA DE CONTINGENCIA,"304.934,00","0,00","0,00"
24,2022,jan,TOTAIS,"9.939.542.494,00","537.180.480,03","537.180.480,03"
