,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
20,2014,set,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,set,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,set,DESPORTO E LAZER,"26.211.374,00","1.093.231,50","16.334.691,89"
23,2014,set,ENCARGOS ESPECIAIS,"147.405.805,00","6.914.446,83","87.665.372,33"
24,2014,set,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,set,TOTAIS,"6.395.564.260,00","417.318.873,59","3.838.586.106,84"
0,2014,ago,LEGISLATIVA,"144.430.930,00","7.634.648,40","98.321.467,82"
1,2014,ago,JUDICIARIA,"47.855.904,00","3.418.507,47","28.142.266,53"
2,2014,ago,ESSENCIAL A JUSTICA,"700.000,00","36.617,56","97.186,46"
3,2014,ago,ADMINISTRACAO,"738.424.396,00","47.915.977,61","367.973.346,36"
4,2014,ago,SEGURANCA PUBLICA,"187.515.487,00","10.578.953,02","88.056.103,20"
5,2014,ago,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,ago,ASSISTENCIA SOCIAL,"98.214.864,00","5.676.436,81","40.981.393,52"
7,2014,ago,PREVIDENCIA SOCIAL,"410.466.396,00","37.999.140,58","293.166.307,80"
8,2014,ago,SAUDE,"1.784.494.635,00","144.446.726,48","1.153.764.977,96"
9,2014,ago,TRABALHO,"23.651.055,00","1.149.612,67","2.929.423,92"
10,2014,ago,EDUCACAO,"1.365.619.051,00","80.410.481,49","654.796.756,82"
11,2014,ago,CULTURA,"57.645.418,00","2.064.606,42","26.696.928,29"
12,2014,ago,DIREITOS DA CIDADANIA,"49.733.007,00","1.917.375,77","16.315.018,37"
13,2014,ago,URBANISMO,"957.855.206,00","78.412.618,91","439.239.776,26"
14,2014,ago,HABITACAO,"79.551.668,00","1.487.080,02","13.590.082,02"
15,2014,ago,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,ago,GESTAO AMBIENTAL,"112.173.066,00","7.199.208,99","51.168.678,74"
17,2014,ago,CIENCIA E TECNOLOGIA,"26.718.000,00","21.260,83","447.511,77"
18,2014,ago,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,ago,COMERCIO E SERVICOS,"129.279.438,00","2.293.873,37","49.587.621,52"
20,2014,ago,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,ago,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,ago,DESPORTO E LAZER,"26.211.374,00","333.263,94","15.241.460,39"
23,2014,ago,ENCARGOS ESPECIAIS,"147.405.805,00","5.949.014,40","80.750.925,50"
24,2014,ago,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,ago,TOTAIS,"6.395.564.260,00","438.945.404,74","3.421.267.233,25"
0,2014,jul,LEGISLATIVA,"144.430.930,00","12.237.770,65","90.686.819,42"
1,2014,jul,JUDICIARIA,"47.855.904,00","3.615.763,37","24.723.759,06"
2,2014,jul,ESSENCIAL A JUSTICA,"700.000,00","29.292,60","60.568,90"
3,2014,jul,ADMINISTRACAO,"738.424.396,00","46.675.954,75","320.057.368,75"
4,2014,jul,SEGURANCA PUBLICA,"187.515.487,00","12.222.621,33","77.477.150,18"
5,2014,jul,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,jul,ASSISTENCIA SOCIAL,"98.214.864,00","6.788.434,58","35.304.956,71"
7,2014,jul,PREVIDENCIA SOCIAL,"410.466.396,00","38.339.008,72","255.167.167,22"
8,2014,jul,SAUDE,"1.784.494.635,00","148.646.590,10","1.009.318.251,48"
9,2014,jul,TRABALHO,"23.651.055,00","477.907,58","1.779.811,25"
10,2014,jul,EDUCACAO,"1.365.619.051,00","75.562.767,58","574.386.275,33"
11,2014,jul,CULTURA,"57.645.418,00","5.553.560,67","24.632.321,87"
12,2014,jul,DIREITOS DA CIDADANIA,"49.733.007,00","1.835.873,76","14.397.642,60"
13,2014,jul,URBANISMO,"957.855.206,00","59.047.505,26","360.827.157,35"
14,2014,jul,HABITACAO,"79.551.668,00","1.544.296,80","12.103.002,00"
15,2014,jul,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,jul,GESTAO AMBIENTAL,"112.173.066,00","6.067.039,73","43.969.469,75"
17,2014,jul,CIENCIA E TECNOLOGIA,"26.718.000,00","12.523,63","426.250,94"
18,2014,jul,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,jul,COMERCIO E SERVICOS,"129.279.438,00","12.039.890,52","47.293.748,15"
20,2014,jul,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,jul,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,jul,DESPORTO E LAZER,"26.211.374,00","317.780,57","14.908.196,45"
23,2014,jul,ENCARGOS ESPECIAIS,"147.405.805,00","6.380.473,87","74.801.911,10"
24,2014,jul,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,jul,TOTAIS,"6.395.564.260,00","437.395.056,07","2.982.321.828,51"
0,2014,jun,LEGISLATIVA,"144.430.930,00","9.514.013,52","78.449.048,77"
1,2014,jun,JUDICIARIA,"47.855.904,00","4.392.408,68","21.107.995,69"
2,2014,jun,ESSENCIAL A JUSTICA,"700.000,00","8.240,00","31.276,30"
3,2014,jun,ADMINISTRACAO,"738.424.396,00","67.313.454,74","273.381.414,00"
4,2014,jun,SEGURANCA PUBLICA,"187.515.487,00","11.178.071,42","65.254.528,85"
5,2014,jun,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,jun,ASSISTENCIA SOCIAL,"98.214.864,00","5.263.979,22","28.516.522,13"
7,2014,jun,PREVIDENCIA SOCIAL,"410.466.396,00","49.845.419,49","216.828.158,50"
8,2014,jun,SAUDE,"1.784.494.635,00","161.079.955,37","860.671.661,38"
9,2014,jun,TRABALHO,"23.651.055,00","357.691,27","1.301.903,67"
10,2014,jun,EDUCACAO,"1.365.619.051,00","79.909.480,77","498.823.507,75"
11,2014,jun,CULTURA,"57.645.418,00","2.859.071,03","19.078.761,20"
12,2014,jun,DIREITOS DA CIDADANIA,"49.733.007,00","2.009.859,06","12.561.768,84"
13,2014,jun,URBANISMO,"957.855.206,00","74.958.767,53","301.779.652,09"
14,2014,jun,HABITACAO,"79.551.668,00","1.661.838,78","10.558.705,20"
15,2014,jun,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,jun,GESTAO AMBIENTAL,"112.173.066,00","7.969.426,86","37.902.430,02"
17,2014,jun,CIENCIA E TECNOLOGIA,"26.718.000,00","193.757,89","413.727,31"
18,2014,jun,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,jun,COMERCIO E SERVICOS,"129.279.438,00","4.383.282,96","35.253.857,63"
20,2014,jun,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,jun,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,jun,DESPORTO E LAZER,"26.211.374,00","3.842.272,64","14.590.415,88"
23,2014,jun,ENCARGOS ESPECIAIS,"147.405.805,00","14.980.065,77","68.421.437,23"
24,2014,jun,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,jun,TOTAIS,"6.395.564.260,00","501.721.057,00","2.544.926.772,44"
0,2014,mai,LEGISLATIVA,"144.430.930,00","7.146.115,33","68.935.035,25"
1,2014,mai,JUDICIARIA,"47.855.904,00","3.456.341,27","16.715.587,01"
2,2014,mai,ESSENCIAL A JUSTICA,"700.000,00","21.185,30","23.036,30"
3,2014,mai,ADMINISTRACAO,"738.424.396,00","43.572.973,63","206.067.959,26"
4,2014,mai,SEGURANCA PUBLICA,"187.515.487,00","11.384.584,66","54.076.457,43"
5,2014,mai,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,mai,ASSISTENCIA SOCIAL,"98.214.864,00","6.323.087,86","23.252.542,91"
7,2014,mai,PREVIDENCIA SOCIAL,"410.466.396,00","38.426.753,52","166.982.739,01"
8,2014,mai,SAUDE,"1.784.494.635,00","147.321.518,80","699.591.706,01"
9,2014,mai,TRABALHO,"23.651.055,00","628.696,03","944.212,40"
10,2014,mai,EDUCACAO,"1.365.619.051,00","92.273.113,76","418.914.026,98"
11,2014,mai,CULTURA,"57.645.418,00","2.006.894,75","16.219.690,17"
12,2014,mai,DIREITOS DA CIDADANIA,"49.733.007,00","3.111.587,77","10.551.909,78"
13,2014,mai,URBANISMO,"957.855.206,00","57.582.869,68","226.820.884,56"
14,2014,mai,HABITACAO,"79.551.668,00","2.433.203,97","8.896.866,42"
15,2014,mai,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,mai,GESTAO AMBIENTAL,"112.173.066,00","5.899.202,17","29.933.003,16"
17,2014,mai,CIENCIA E TECNOLOGIA,"26.718.000,00","214.489,28","219.969,42"
18,2014,mai,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,mai,COMERCIO E SERVICOS,"129.279.438,00","8.145.465,36","30.870.574,67"
20,2014,mai,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,mai,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,mai,DESPORTO E LAZER,"26.211.374,00","8.880.425,25","10.748.143,24"
23,2014,mai,ENCARGOS ESPECIAIS,"147.405.805,00","12.187.813,63","53.441.371,46"
24,2014,mai,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,mai,TOTAIS,"6.395.564.260,00","451.016.322,02","2.043.205.715,44"
0,2014,abr,LEGISLATIVA,"144.430.930,00","11.832.162,10","61.788.919,92"
1,2014,abr,JUDICIARIA,"47.855.904,00","3.477.311,42","13.259.245,74"
2,2014,abr,ESSENCIAL A JUSTICA,"700.000,00","1.851,00","1.851,00"
3,2014,abr,ADMINISTRACAO,"738.424.396,00","48.426.940,70","162.494.985,63"
4,2014,abr,SEGURANCA PUBLICA,"187.515.487,00","14.126.919,42","42.691.872,77"
5,2014,abr,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,abr,ASSISTENCIA SOCIAL,"98.214.864,00","4.137.178,41","16.929.455,05"
7,2014,abr,PREVIDENCIA SOCIAL,"410.466.396,00","34.073.905,42","128.555.985,49"
8,2014,abr,SAUDE,"1.784.494.635,00","145.109.719,39","552.270.187,21"
9,2014,abr,TRABALHO,"23.651.055,00","315.211,27","315.516,37"
10,2014,abr,EDUCACAO,"1.365.619.051,00","81.345.225,17","326.640.913,22"
11,2014,abr,CULTURA,"57.645.418,00","3.437.821,99","14.212.795,42"
12,2014,abr,DIREITOS DA CIDADANIA,"49.733.007,00","2.089.024,12","7.440.322,01"
13,2014,abr,URBANISMO,"957.855.206,00","72.790.403,17","169.238.014,88"
14,2014,abr,HABITACAO,"79.551.668,00","1.898.823,33","6.463.662,45"
15,2014,abr,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,abr,GESTAO AMBIENTAL,"112.173.066,00","6.074.615,53","24.033.800,99"
17,2014,abr,CIENCIA E TECNOLOGIA,"26.718.000,00","0,00","5.480,14"
18,2014,abr,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,abr,COMERCIO E SERVICOS,"129.279.438,00","3.423.383,24","22.725.109,31"
20,2014,abr,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,abr,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,abr,DESPORTO E LAZER,"26.211.374,00","433.872,94","1.867.717,99"
23,2014,abr,ENCARGOS ESPECIAIS,"147.405.805,00","13.069.999,55","41.253.557,83"
24,2014,abr,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,abr,TOTAIS,"6.395.564.260,00","446.064.368,17","1.592.189.393,42"
0,2014,mar,LEGISLATIVA,"144.430.930,00","10.941.317,31","49.956.757,82"
1,2014,mar,JUDICIARIA,"47.855.904,00","3.333.279,48","9.781.934,32"
2,2014,mar,ESSENCIAL A JUSTICA,"700.000,00","0,00","0,00"
3,2014,mar,ADMINISTRACAO,"738.424.396,00","41.010.322,62","114.068.044,93"
4,2014,mar,SEGURANCA PUBLICA,"187.515.487,00","9.406.921,91","28.564.953,35"
5,2014,mar,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,mar,ASSISTENCIA SOCIAL,"98.214.864,00","7.210.888,71","12.792.276,64"
7,2014,mar,PREVIDENCIA SOCIAL,"410.466.396,00","33.138.587,05","94.482.080,07"
8,2014,mar,SAUDE,"1.784.494.635,00","130.186.132,15","407.160.467,82"
9,2014,mar,TRABALHO,"23.651.055,00","82,40","305,10"
10,2014,mar,EDUCACAO,"1.365.619.051,00","71.521.926,23","245.295.688,05"
11,2014,mar,CULTURA,"57.645.418,00","3.247.773,97","10.774.973,43"
12,2014,mar,DIREITOS DA CIDADANIA,"49.733.007,00","2.301.441,97","5.351.297,89"
13,2014,mar,URBANISMO,"957.855.206,00","46.996.300,14","96.447.611,71"
14,2014,mar,HABITACAO,"79.551.668,00","1.595.676,96","4.564.839,12"
15,2014,mar,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,mar,GESTAO AMBIENTAL,"112.173.066,00","6.130.247,26","17.959.185,46"
17,2014,mar,CIENCIA E TECNOLOGIA,"26.718.000,00","2.048,38","5.480,14"
18,2014,mar,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,mar,COMERCIO E SERVICOS,"129.279.438,00","8.099.670,09","19.301.726,07"
20,2014,mar,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,mar,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,mar,DESPORTO E LAZER,"26.211.374,00","899.052,79","1.433.845,05"
23,2014,mar,ENCARGOS ESPECIAIS,"147.405.805,00","9.514.839,33","28.183.558,28"
24,2014,mar,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,mar,TOTAIS,"6.395.564.260,00","385.536.508,75","1.146.125.025,25"
0,2014,fev,LEGISLATIVA,"144.430.930,00","9.931.580,93","39.015.440,51"
1,2014,fev,JUDICIARIA,"47.855.904,00","3.262.665,35","6.448.654,84"
2,2014,fev,ESSENCIAL A JUSTICA,"700.000,00","0,00","0,00"
3,2014,fev,ADMINISTRACAO,"738.424.396,00","39.148.126,61","73.057.722,31"
4,2014,fev,SEGURANCA PUBLICA,"187.515.487,00","12.318.280,77","19.158.031,44"
5,2014,fev,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,fev,ASSISTENCIA SOCIAL,"98.214.864,00","4.209.084,81","5.581.387,93"
7,2014,fev,PREVIDENCIA SOCIAL,"410.466.396,00","30.856.835,89","61.343.493,02"
8,2014,fev,SAUDE,"1.784.494.635,00","133.590.206,00","276.974.335,67"
9,2014,fev,TRABALHO,"23.651.055,00","111,24","222,70"
10,2014,fev,EDUCACAO,"1.365.619.051,00","97.103.354,36","173.773.761,82"
11,2014,fev,CULTURA,"57.645.418,00","6.523.873,46","7.527.199,46"
12,2014,fev,DIREITOS DA CIDADANIA,"49.733.007,00","2.281.593,20","3.049.855,92"
13,2014,fev,URBANISMO,"957.855.206,00","39.595.065,00","49.451.311,57"
14,2014,fev,HABITACAO,"79.551.668,00","1.690.585,30","2.969.162,16"
15,2014,fev,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,fev,GESTAO AMBIENTAL,"112.173.066,00","6.081.824,14","11.828.938,20"
17,2014,fev,CIENCIA E TECNOLOGIA,"26.718.000,00","2.048,38","3.431,76"
18,2014,fev,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,fev,COMERCIO E SERVICOS,"129.279.438,00","1.403.976,11","11.202.055,98"
20,2014,fev,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,fev,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,fev,DESPORTO E LAZER,"26.211.374,00","264.190,00","534.792,26"
23,2014,fev,ENCARGOS ESPECIAIS,"147.405.805,00","10.871.446,43","18.668.718,95"
24,2014,fev,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,fev,TOTAIS,"6.395.564.260,00","399.134.847,98","760.588.516,50"
0,2014,jan,LEGISLATIVA,"144.430.930,00","29.083.859,58","29.083.859,58"
1,2014,jan,JUDICIARIA,"47.855.904,00","3.185.989,49","3.185.989,49"
2,2014,jan,ESSENCIAL A JUSTICA,"700.000,00","0,00","0,00"
3,2014,jan,ADMINISTRACAO,"738.424.396,00","33.909.595,70","33.909.595,70"
4,2014,jan,SEGURANCA PUBLICA,"187.515.487,00","6.839.750,67","6.839.750,67"
5,2014,jan,RELACOES EXTERIORES,"80.000,00","0,00","0,00"
6,2014,jan,ASSISTENCIA SOCIAL,"98.214.864,00","1.372.303,12","1.372.303,12"
7,2014,jan,PREVIDENCIA SOCIAL,"410.466.396,00","30.486.657,13","30.486.657,13"
8,2014,jan,SAUDE,"1.784.494.635,00","143.384.129,67","143.384.129,67"
9,2014,jan,TRABALHO,"23.651.055,00","111,46","111,46"
10,2014,jan,EDUCACAO,"1.365.619.051,00","76.670.407,46","76.670.407,46"
11,2014,jan,CULTURA,"57.645.418,00","1.003.326,00","1.003.326,00"
12,2014,jan,DIREITOS DA CIDADANIA,"49.733.007,00","768.262,72","768.262,72"
13,2014,jan,URBANISMO,"957.855.206,00","9.856.246,57","9.856.246,57"
14,2014,jan,HABITACAO,"79.551.668,00","1.278.576,86","1.278.576,86"
15,2014,jan,SANEAMENTO,"350.000,00","0,00","0,00"
16,2014,jan,GESTAO AMBIENTAL,"112.173.066,00","5.747.114,06","5.747.114,06"
17,2014,jan,CIENCIA E TECNOLOGIA,"26.718.000,00","1.383,38","1.383,38"
18,2014,jan,AGRICULTURA,"105.000,00","0,00","0,00"
19,2014,jan,COMERCIO E SERVICOS,"129.279.438,00","9.798.079,87","9.798.079,87"
20,2014,jan,COMUNICACOES,"1.975.000,00","0,00","0,00"
21,2014,jan,TRANSPORTE,"3.400.000,00","0,00","0,00"
22,2014,jan,DESPORTO E LAZER,"26.211.374,00","270.602,26","270.602,26"
23,2014,jan,ENCARGOS ESPECIAIS,"147.405.805,00","7.797.272,52","7.797.272,52"
24,2014,jan,RESERVA DE CONTINGENCIA,"1.708.560,00","0,00","0,00"
25,2014,jan,TOTAIS,"6.395.564.260,00","361.453.668,52","361.453.668,52"
