,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
19,2010,abr,RESERVA DE CONTINGENCIA,"2.050.000,00","0,00","0,00"
20,2010,abr,TOTAIS,"3.856.577.000,00","260.550.520,63","997.844.449,36"
0,2010,mar,LEGISLATIVA,"83.500.976,00","5.101.920,88","30.665.236,08"
1,2010,mar,ESSENCIAL A JUSTICA,"21.946.588,00","1.811.589,69","5.428.849,31"
2,2010,mar,ADMINISTRACAO,"417.682.590,00","26.303.698,60","76.451.584,55"
3,2010,mar,SEGURANCA PUBLICA,"82.077.294,00","4.311.703,62","12.442.665,61"
4,2010,mar,ASSISTENCIA SOCIAL,"86.105.362,00","5.082.436,72","9.674.670,32"
5,2010,mar,PREVIDENCIA SOCIAL,"256.141.030,00","15.837.790,56","47.201.458,99"
6,2010,mar,SAUDE,"1.074.375.853,00","91.472.494,76","248.002.403,02"
7,2010,mar,TRABALHO,"12.980.317,00","369.117,13","597.222,13"
8,2010,mar,EDUCACAO,"674.079.502,00","53.335.324,26","139.777.706,70"
9,2010,mar,CULTURA,"63.770.546,00","1.709.825,84","6.856.920,02"
10,2010,mar,DIREITOS DA CIDADANIA,"22.860.039,00","2.097.357,53","4.649.187,97"
11,2010,mar,URBANISMO,"605.096.022,00","30.064.472,11","87.617.558,83"
12,2010,mar,HABITACAO,"180.983.296,00","5.638.700,63","19.904.491,80"
13,2010,mar,SANEAMENTO,"9.724.009,00","0,00","0,00"
14,2010,mar,GESTAO AMBIENTAL,"70.859.641,00","4.341.384,19","12.643.732,19"
15,2010,mar,CIENCIA E TECNOLOGIA,"6.059.750,00","176.842,00","268.842,00"
16,2010,mar,COMERCIO E SERVICOS,"28.515.014,00","253.597,29","253.597,29"
17,2010,mar,DESPORTO E LAZER,"57.392.997,00","3.337.016,84","5.391.057,80"
18,2010,mar,ENCARGOS ESPECIAIS,"100.376.174,00","10.447.692,66","29.466.744,12"
19,2010,mar,RESERVA DE CONTINGENCIA,"2.050.000,00","0,00","0,00"
20,2010,mar,TOTAIS,"3.856.577.000,00","261.692.965,31","737.293.928,73"
0,2010,fev,LEGISLATIVA,"83.500.976,00","4.871.975,90","25.563.315,20"
1,2010,fev,ESSENCIAL A JUSTICA,"21.946.588,00","1.871.297,13","3.617.259,62"
2,2010,fev,ADMINISTRACAO,"417.682.590,00","26.941.882,62","50.147.885,95"
3,2010,fev,SEGURANCA PUBLICA,"82.077.294,00","6.743.165,73","8.130.961,99"
4,2010,fev,ASSISTENCIA SOCIAL,"86.105.362,00","3.016.506,21","4.592.233,60"
5,2010,fev,PREVIDENCIA SOCIAL,"256.141.030,00","15.778.780,17","31.363.668,43"
6,2010,fev,SAUDE,"1.074.375.853,00","76.008.397,60","156.529.908,26"
7,2010,fev,TRABALHO,"12.980.317,00","228.105,00","228.105,00"
8,2010,fev,EDUCACAO,"674.079.502,00","46.071.664,23","86.442.382,44"
9,2010,fev,CULTURA,"63.770.546,00","3.293.425,58","5.147.094,18"
10,2010,fev,DIREITOS DA CIDADANIA,"22.860.039,00","1.284.064,02","2.551.830,44"
11,2010,fev,URBANISMO,"605.096.022,00","32.664.512,17","57.553.086,72"
12,2010,fev,HABITACAO,"180.983.296,00","5.408.836,79","14.265.791,17"
13,2010,fev,SANEAMENTO,"9.724.009,00","0,00","0,00"
14,2010,fev,GESTAO AMBIENTAL,"70.859.641,00","4.263.908,52","8.302.348,00"
15,2010,fev,CIENCIA E TECNOLOGIA,"6.059.750,00","92.000,00","92.000,00"
16,2010,fev,COMERCIO E SERVICOS,"28.515.014,00","0,00","0,00"
17,2010,fev,DESPORTO E LAZER,"57.392.997,00","1.619.914,73","2.054.040,96"
18,2010,fev,ENCARGOS ESPECIAIS,"100.376.174,00","9.873.521,08","19.019.051,46"
19,2010,fev,RESERVA DE CONTINGENCIA,"2.050.000,00","0,00","0,00"
20,2010,fev,TOTAIS,"3.856.577.000,00","240.031.957,48","475.600.963,42"
0,2010,jan,LEGISLATIVA,"83.500.976,00","20.691.339,30","20.691.339,30"
1,2010,jan,ESSENCIAL A JUSTICA,"21.946.588,00","1.745.962,49","1.745.962,49"
2,2010,jan,ADMINISTRACAO,"417.682.590,00","23.206.003,33","23.206.003,33"
3,2010,jan,SEGURANCA PUBLICA,"82.077.294,00","1.387.796,26","1.387.796,26"
4,2010,jan,ASSISTENCIA SOCIAL,"86.105.362,00","1.575.727,39","1.575.727,39"
5,2010,jan,PREVIDENCIA SOCIAL,"256.141.030,00","15.584.888,26","15.584.888,26"
6,2010,jan,SAUDE,"1.074.375.853,00","80.521.510,66","80.521.510,66"
7,2010,jan,TRABALHO,"12.980.317,00","0,00","0,00"
8,2010,jan,EDUCACAO,"674.079.502,00","40.370.718,21","40.370.718,21"
9,2010,jan,CULTURA,"63.770.546,00","1.853.668,60","1.853.668,60"
10,2010,jan,DIREITOS DA CIDADANIA,"22.860.039,00","1.267.766,42","1.267.766,42"
11,2010,jan,URBANISMO,"605.096.022,00","24.888.574,55","24.888.574,55"
12,2010,jan,HABITACAO,"180.983.296,00","8.856.954,38","8.856.954,38"
13,2010,jan,SANEAMENTO,"9.724.009,00","0,00","0,00"
14,2010,jan,GESTAO AMBIENTAL,"70.859.641,00","4.038.439,48","4.038.439,48"
15,2010,jan,CIENCIA E TECNOLOGIA,"6.059.750,00","0,00","0,00"
16,2010,jan,COMERCIO E SERVICOS,"28.515.014,00","0,00","0,00"
17,2010,jan,DESPORTO E LAZER,"57.392.997,00","434.126,23","434.126,23"
18,2010,jan,ENCARGOS ESPECIAIS,"100.376.174,00","9.145.530,38","9.145.530,38"
19,2010,jan,RESERVA DE CONTINGENCIA,"2.050.000,00","0,00","0,00"
20,2010,jan,TOTAIS,"3.856.577.000,00","235.569.005,94","235.569.005,94"
