,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
18,2012,nov,ENCARGOS ESPECIAIS,"126.172.954,00","6.499.408,92","96.104.235,63"
19,2012,nov,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,nov,TOTAIS,"5.056.974.000,00","324.778.064,68","3.958.429.041,71"
0,2012,out,LEGISLATIVA,"114.713.200,00","5.127.279,21","95.087.521,67"
1,2012,out,ESSENCIAL A JUSTICA,"36.262.467,00","2.367.795,77","25.282.167,35"
2,2012,out,ADMINISTRACAO,"516.934.183,00","38.907.115,51","404.115.942,91"
3,2012,out,SEGURANCA PUBLICA,"116.376.084,00","22.531.821,59","97.283.351,69"
4,2012,out,ASSISTENCIA SOCIAL,"107.569.501,00","8.542.757,79","68.297.601,84"
5,2012,out,PREVIDENCIA SOCIAL,"353.000.000,00","24.857.790,19","249.944.149,67"
6,2012,out,SAUDE,"1.387.865.586,00","119.500.760,64","1.142.244.630,30"
7,2012,out,TRABALHO,"25.832.321,00","603.806,23","10.133.969,03"
8,2012,out,EDUCACAO,"905.575.000,00","77.522.519,24","696.619.596,18"
9,2012,out,CULTURA,"99.861.612,00","2.671.231,09","40.871.167,33"
10,2012,out,DIREITOS DA CIDADANIA,"30.410.033,00","1.017.126,79","11.158.127,85"
11,2012,out,URBANISMO,"886.855.212,00","55.526.344,12","542.226.681,10"
12,2012,out,HABITACAO,"124.335.801,00","9.165.636,31","70.277.195,32"
13,2012,out,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,out,GESTAO AMBIENTAL,"86.615.959,00","5.537.634,55","56.818.347,26"
15,2012,out,CIENCIA E TECNOLOGIA,"5.784.218,00","0,00","1.119.350,00"
16,2012,out,COMERCIO E SERVICOS,"98.799.957,00","6.618.974,96","18.831.780,92"
17,2012,out,DESPORTO E LAZER,"30.883.591,00","1.732.469,81","13.734.569,90"
18,2012,out,ENCARGOS ESPECIAIS,"126.172.954,00","12.003.253,92","89.604.826,71"
19,2012,out,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,out,TOTAIS,"5.056.974.000,00","394.234.317,72","3.633.650.977,03"
0,2012,set,LEGISLATIVA,"114.713.200,00","6.185.276,15","89.960.242,46"
1,2012,set,ESSENCIAL A JUSTICA,"36.262.467,00","2.593.182,50","22.914.371,58"
2,2012,set,ADMINISTRACAO,"516.934.183,00","35.932.070,99","365.208.827,40"
3,2012,set,SEGURANCA PUBLICA,"116.376.084,00","4.925.795,28","74.751.530,10"
4,2012,set,ASSISTENCIA SOCIAL,"107.569.501,00","5.717.424,04","59.754.844,05"
5,2012,set,PREVIDENCIA SOCIAL,"353.000.000,00","24.938.239,72","225.086.359,48"
6,2012,set,SAUDE,"1.387.865.586,00","105.020.730,72","1.022.743.869,66"
7,2012,set,TRABALHO,"25.832.321,00","1.991.141,93","9.530.162,80"
8,2012,set,EDUCACAO,"905.575.000,00","72.979.484,07","619.097.076,94"
9,2012,set,CULTURA,"99.861.612,00","4.449.148,59","38.199.936,24"
10,2012,set,DIREITOS DA CIDADANIA,"30.410.033,00","1.199.733,47","10.141.001,06"
11,2012,set,URBANISMO,"886.855.212,00","52.030.790,63","486.700.336,98"
12,2012,set,HABITACAO,"124.335.801,00","4.426.995,04","61.111.559,01"
13,2012,set,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,set,GESTAO AMBIENTAL,"86.615.959,00","5.761.972,01","51.280.712,71"
15,2012,set,CIENCIA E TECNOLOGIA,"5.784.218,00","0,00","1.119.350,00"
16,2012,set,COMERCIO E SERVICOS,"98.799.957,00","352.036,26","12.212.805,96"
17,2012,set,DESPORTO E LAZER,"30.883.591,00","813.713,65","12.002.100,09"
18,2012,set,ENCARGOS ESPECIAIS,"126.172.954,00","7.810.541,10","77.601.572,79"
19,2012,set,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,set,TOTAIS,"5.056.974.000,00","337.128.276,15","3.239.416.659,31"
0,2012,ago,LEGISLATIVA,"114.713.200,00","7.832.003,14","83.774.966,31"
1,2012,ago,ESSENCIAL A JUSTICA,"36.262.467,00","2.664.882,46","20.321.189,08"
2,2012,ago,ADMINISTRACAO,"516.934.183,00","36.466.320,15","329.276.756,41"
3,2012,ago,SEGURANCA PUBLICA,"116.376.084,00","9.228.987,24","69.825.734,82"
4,2012,ago,ASSISTENCIA SOCIAL,"107.569.501,00","7.066.881,00","54.037.420,01"
5,2012,ago,PREVIDENCIA SOCIAL,"353.000.000,00","25.529.490,81","200.148.119,76"
6,2012,ago,SAUDE,"1.387.865.586,00","137.377.056,44","917.723.138,94"
7,2012,ago,TRABALHO,"25.832.321,00","1.273.494,14","7.539.020,87"
8,2012,ago,EDUCACAO,"905.575.000,00","87.438.211,29","546.117.592,87"
9,2012,ago,CULTURA,"99.861.612,00","5.584.519,77","33.750.787,65"
10,2012,ago,DIREITOS DA CIDADANIA,"30.410.033,00","738.977,34","8.941.267,59"
11,2012,ago,URBANISMO,"886.855.212,00","68.171.473,45","434.669.546,35"
12,2012,ago,HABITACAO,"124.335.801,00","4.627.155,68","56.684.563,97"
13,2012,ago,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,ago,GESTAO AMBIENTAL,"86.615.959,00","5.567.291,65","45.518.740,70"
15,2012,ago,CIENCIA E TECNOLOGIA,"5.784.218,00","130.000,00","1.119.350,00"
16,2012,ago,COMERCIO E SERVICOS,"98.799.957,00","2.114.099,71","11.860.769,70"
17,2012,ago,DESPORTO E LAZER,"30.883.591,00","2.503.573,73","11.188.386,44"
18,2012,ago,ENCARGOS ESPECIAIS,"126.172.954,00","8.516.119,90","69.791.031,69"
19,2012,ago,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,ago,TOTAIS,"5.056.974.000,00","412.830.537,90","2.902.288.383,16"
0,2012,jul,LEGISLATIVA,"114.713.200,00","6.525.496,54","75.942.963,17"
1,2012,jul,ESSENCIAL A JUSTICA,"36.262.467,00","2.303.587,94","17.656.306,62"
2,2012,jul,ADMINISTRACAO,"516.934.183,00","40.179.735,97","292.810.436,26"
3,2012,jul,SEGURANCA PUBLICA,"116.376.084,00","5.116.579,42","60.596.747,58"
4,2012,jul,ASSISTENCIA SOCIAL,"107.569.501,00","7.844.634,72","46.970.539,01"
5,2012,jul,PREVIDENCIA SOCIAL,"353.000.000,00","24.189.954,79","174.618.628,95"
6,2012,jul,SAUDE,"1.387.865.586,00","109.115.169,44","780.346.082,50"
7,2012,jul,TRABALHO,"25.832.321,00","498.951,76","6.265.526,73"
8,2012,jul,EDUCACAO,"905.575.000,00","68.677.058,36","458.679.381,58"
9,2012,jul,CULTURA,"99.861.612,00","2.623.517,35","28.166.267,88"
10,2012,jul,DIREITOS DA CIDADANIA,"30.410.033,00","1.260.292,16","8.202.290,25"
11,2012,jul,URBANISMO,"886.855.212,00","59.375.953,85","366.498.072,90"
12,2012,jul,HABITACAO,"124.335.801,00","5.917.067,78","52.057.408,29"
13,2012,jul,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,jul,GESTAO AMBIENTAL,"86.615.959,00","5.779.107,69","39.951.449,05"
15,2012,jul,CIENCIA E TECNOLOGIA,"5.784.218,00","-105.750,00","989.350,00"
16,2012,jul,COMERCIO E SERVICOS,"98.799.957,00","1.779.994,80","9.746.669,99"
17,2012,jul,DESPORTO E LAZER,"30.883.591,00","1.683.507,64","8.684.812,71"
18,2012,jul,ENCARGOS ESPECIAIS,"126.172.954,00","7.644.178,39","61.274.911,79"
19,2012,jul,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,jul,TOTAIS,"5.056.974.000,00","350.409.038,60","2.489.457.845,26"
0,2012,jun,LEGISLATIVA,"114.713.200,00","7.916.278,36","69.417.466,63"
1,2012,jun,ESSENCIAL A JUSTICA,"36.262.467,00","3.263.437,30","15.352.718,68"
2,2012,jun,ADMINISTRACAO,"516.934.183,00","52.137.327,29","252.630.700,29"
3,2012,jun,SEGURANCA PUBLICA,"116.376.084,00","8.700.267,63","55.480.168,16"
4,2012,jun,ASSISTENCIA SOCIAL,"107.569.501,00","8.941.581,63","39.125.904,29"
5,2012,jun,PREVIDENCIA SOCIAL,"353.000.000,00","33.191.224,87","150.428.674,16"
6,2012,jun,SAUDE,"1.387.865.586,00","131.144.454,14","671.230.913,06"
7,2012,jun,TRABALHO,"25.832.321,00","1.319.475,05","5.766.574,97"
8,2012,jun,EDUCACAO,"905.575.000,00","76.596.333,52","390.002.323,22"
9,2012,jun,CULTURA,"99.861.612,00","3.601.164,29","25.542.750,53"
10,2012,jun,DIREITOS DA CIDADANIA,"30.410.033,00","1.334.516,07","6.941.998,09"
11,2012,jun,URBANISMO,"886.855.212,00","53.035.759,68","307.122.119,05"
12,2012,jun,HABITACAO,"124.335.801,00","5.157.458,15","46.140.340,51"
13,2012,jun,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,jun,GESTAO AMBIENTAL,"86.615.959,00","7.006.904,63","34.172.341,36"
15,2012,jun,CIENCIA E TECNOLOGIA,"5.784.218,00","446.000,00","1.095.100,00"
16,2012,jun,COMERCIO E SERVICOS,"98.799.957,00","2.624.678,06","7.966.675,19"
17,2012,jun,DESPORTO E LAZER,"30.883.591,00","1.328.945,26","7.001.305,07"
18,2012,jun,ENCARGOS ESPECIAIS,"126.172.954,00","8.876.796,51","53.630.733,40"
19,2012,jun,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,jun,TOTAIS,"5.056.974.000,00","406.622.602,44","2.139.048.806,66"
0,2012,mai,LEGISLATIVA,"114.713.200,00","6.647.426,97","61.501.188,27"
1,2012,mai,ESSENCIAL A JUSTICA,"36.262.467,00","2.521.616,87","12.089.281,38"
2,2012,mai,ADMINISTRACAO,"516.934.183,00","43.892.928,26","200.493.373,00"
3,2012,mai,SEGURANCA PUBLICA,"116.376.084,00","9.986.325,06","46.779.900,53"
4,2012,mai,ASSISTENCIA SOCIAL,"107.569.501,00","7.271.222,85","30.184.322,66"
5,2012,mai,PREVIDENCIA SOCIAL,"353.000.000,00","23.884.651,29","117.237.449,29"
6,2012,mai,SAUDE,"1.387.865.586,00","108.900.593,91","540.086.458,92"
7,2012,mai,TRABALHO,"25.832.321,00","1.428.321,08","4.447.099,92"
8,2012,mai,EDUCACAO,"905.575.000,00","65.067.115,24","313.405.989,70"
9,2012,mai,CULTURA,"99.861.612,00","3.390.101,91","21.941.586,24"
10,2012,mai,DIREITOS DA CIDADANIA,"30.410.033,00","1.804.576,50","5.607.482,02"
11,2012,mai,URBANISMO,"886.855.212,00","49.044.330,41","254.086.359,37"
12,2012,mai,HABITACAO,"124.335.801,00","9.273.569,79","40.982.882,36"
13,2012,mai,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,mai,GESTAO AMBIENTAL,"86.615.959,00","5.483.697,43","27.165.436,73"
15,2012,mai,CIENCIA E TECNOLOGIA,"5.784.218,00","130.000,00","649.100,00"
16,2012,mai,COMERCIO E SERVICOS,"98.799.957,00","440.571,65","5.341.997,13"
17,2012,mai,DESPORTO E LAZER,"30.883.591,00","1.785.013,91","5.672.359,81"
18,2012,mai,ENCARGOS ESPECIAIS,"126.172.954,00","9.586.557,60","44.753.936,89"
19,2012,mai,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,mai,TOTAIS,"5.056.974.000,00","350.538.620,73","1.732.426.204,22"
0,2012,abr,LEGISLATIVA,"114.713.200,00","7.538.028,17","54.853.761,30"
1,2012,abr,ESSENCIAL A JUSTICA,"36.262.467,00","2.431.973,57","9.567.664,51"
2,2012,abr,ADMINISTRACAO,"516.934.183,00","47.774.099,96","156.600.444,74"
3,2012,abr,SEGURANCA PUBLICA,"116.376.084,00","12.879.530,28","36.793.575,47"
4,2012,abr,ASSISTENCIA SOCIAL,"107.569.501,00","7.778.309,75","22.913.099,81"
5,2012,abr,PREVIDENCIA SOCIAL,"353.000.000,00","27.217.373,23","93.352.798,00"
6,2012,abr,SAUDE,"1.387.865.586,00","117.537.388,39","431.185.865,01"
7,2012,abr,TRABALHO,"25.832.321,00","1.072.490,36","3.018.778,84"
8,2012,abr,EDUCACAO,"905.575.000,00","74.098.961,75","248.338.874,46"
9,2012,abr,CULTURA,"99.861.612,00","5.095.124,19","18.551.484,33"
10,2012,abr,DIREITOS DA CIDADANIA,"30.410.033,00","1.028.623,92","3.802.905,52"
11,2012,abr,URBANISMO,"886.855.212,00","55.490.852,13","205.042.028,96"
12,2012,abr,HABITACAO,"124.335.801,00","9.464.562,30","31.709.312,57"
13,2012,abr,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,abr,GESTAO AMBIENTAL,"86.615.959,00","5.681.469,91","21.681.739,30"
15,2012,abr,CIENCIA E TECNOLOGIA,"5.784.218,00","130.000,00","519.100,00"
16,2012,abr,COMERCIO E SERVICOS,"98.799.957,00","1.631.155,86","4.901.425,48"
17,2012,abr,DESPORTO E LAZER,"30.883.591,00","1.177.837,83","3.887.345,90"
18,2012,abr,ENCARGOS ESPECIAIS,"126.172.954,00","12.878.627,32","35.167.379,29"
19,2012,abr,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,abr,TOTAIS,"5.056.974.000,00","390.906.408,92","1.381.887.583,49"
0,2012,mar,LEGISLATIVA,"114.713.200,00","5.527.064,50","47.315.733,13"
1,2012,mar,ESSENCIAL A JUSTICA,"36.262.467,00","2.408.636,89","7.135.690,94"
2,2012,mar,ADMINISTRACAO,"516.934.183,00","38.145.234,43","108.826.344,78"
3,2012,mar,SEGURANCA PUBLICA,"116.376.084,00","10.441.372,53","23.914.045,19"
4,2012,mar,ASSISTENCIA SOCIAL,"107.569.501,00","7.139.926,42","15.134.790,06"
5,2012,mar,PREVIDENCIA SOCIAL,"353.000.000,00","22.404.707,58","66.135.424,77"
6,2012,mar,SAUDE,"1.387.865.586,00","118.616.131,79","313.648.476,62"
7,2012,mar,TRABALHO,"25.832.321,00","1.304.680,88","1.946.288,48"
8,2012,mar,EDUCACAO,"905.575.000,00","62.840.307,54","174.239.912,71"
9,2012,mar,CULTURA,"99.861.612,00","3.353.209,60","13.456.360,14"
10,2012,mar,DIREITOS DA CIDADANIA,"30.410.033,00","1.014.169,05","2.774.281,60"
11,2012,mar,URBANISMO,"886.855.212,00","55.587.531,36","149.551.176,83"
12,2012,mar,HABITACAO,"124.335.801,00","11.169.273,29","22.244.750,27"
13,2012,mar,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,mar,GESTAO AMBIENTAL,"86.615.959,00","5.672.657,00","16.000.269,39"
15,2012,mar,CIENCIA E TECNOLOGIA,"5.784.218,00","205.000,00","389.100,00"
16,2012,mar,COMERCIO E SERVICOS,"98.799.957,00","733.246,71","3.270.269,62"
17,2012,mar,DESPORTO E LAZER,"30.883.591,00","1.382.518,86","2.709.508,07"
18,2012,mar,ENCARGOS ESPECIAIS,"126.172.954,00","7.927.771,10","22.288.751,97"
19,2012,mar,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,mar,TOTAIS,"5.056.974.000,00","355.873.439,53","990.981.174,57"
0,2012,fev,LEGISLATIVA,"114.713.200,00","7.451.237,80","41.788.668,63"
1,2012,fev,ESSENCIAL A JUSTICA,"36.262.467,00","2.384.867,79","4.727.054,05"
2,2012,fev,ADMINISTRACAO,"516.934.183,00","41.015.642,44","70.681.110,35"
3,2012,fev,SEGURANCA PUBLICA,"116.376.084,00","10.317.118,23","13.472.672,66"
4,2012,fev,ASSISTENCIA SOCIAL,"107.569.501,00","4.472.391,88","7.994.863,64"
5,2012,fev,PREVIDENCIA SOCIAL,"353.000.000,00","21.919.920,78","43.730.717,19"
6,2012,fev,SAUDE,"1.387.865.586,00","101.620.098,04","195.032.344,83"
7,2012,fev,TRABALHO,"25.832.321,00","547.806,00","641.607,60"
8,2012,fev,EDUCACAO,"905.575.000,00","54.305.712,44","111.399.605,17"
9,2012,fev,CULTURA,"99.861.612,00","8.721.837,77","10.103.150,54"
10,2012,fev,DIREITOS DA CIDADANIA,"30.410.033,00","962.586,95","1.760.112,55"
11,2012,fev,URBANISMO,"886.855.212,00","48.337.719,89","93.963.645,47"
12,2012,fev,HABITACAO,"124.335.801,00","9.571.765,93","11.075.476,98"
13,2012,fev,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,fev,GESTAO AMBIENTAL,"86.615.959,00","5.448.970,42","10.327.612,39"
15,2012,fev,CIENCIA E TECNOLOGIA,"5.784.218,00","184.100,00","184.100,00"
16,2012,fev,COMERCIO E SERVICOS,"98.799.957,00","2.054.193,19","2.537.022,91"
17,2012,fev,DESPORTO E LAZER,"30.883.591,00","651.769,76","1.326.989,21"
18,2012,fev,ENCARGOS ESPECIAIS,"126.172.954,00","6.861.600,76","14.360.980,87"
19,2012,fev,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,fev,TOTAIS,"5.056.974.000,00","326.829.340,07","635.107.735,04"
0,2012,jan,LEGISLATIVA,"114.713.200,00","34.337.430,83","34.337.430,83"
1,2012,jan,ESSENCIAL A JUSTICA,"36.262.467,00","2.342.186,26","2.342.186,26"
2,2012,jan,ADMINISTRACAO,"516.934.183,00","29.665.467,91","29.665.467,91"
3,2012,jan,SEGURANCA PUBLICA,"116.376.084,00","3.155.554,43","3.155.554,43"
4,2012,jan,ASSISTENCIA SOCIAL,"107.569.501,00","3.522.471,76","3.522.471,76"
5,2012,jan,PREVIDENCIA SOCIAL,"353.000.000,00","21.810.796,41","21.810.796,41"
6,2012,jan,SAUDE,"1.387.865.586,00","93.412.246,79","93.412.246,79"
7,2012,jan,TRABALHO,"25.832.321,00","93.801,60","93.801,60"
8,2012,jan,EDUCACAO,"905.575.000,00","57.093.892,73","57.093.892,73"
9,2012,jan,CULTURA,"99.861.612,00","1.381.312,77","1.381.312,77"
10,2012,jan,DIREITOS DA CIDADANIA,"30.410.033,00","797.525,60","797.525,60"
11,2012,jan,URBANISMO,"886.855.212,00","45.625.925,58","45.625.925,58"
12,2012,jan,HABITACAO,"124.335.801,00","1.503.711,05","1.503.711,05"
13,2012,jan,SANEAMENTO,"3.072.821,00","0,00","0,00"
14,2012,jan,GESTAO AMBIENTAL,"86.615.959,00","4.878.641,97","4.878.641,97"
15,2012,jan,CIENCIA E TECNOLOGIA,"5.784.218,00","0,00","0,00"
16,2012,jan,COMERCIO E SERVICOS,"98.799.957,00","482.829,72","482.829,72"
17,2012,jan,DESPORTO E LAZER,"30.883.591,00","675.219,45","675.219,45"
18,2012,jan,ENCARGOS ESPECIAIS,"126.172.954,00","7.499.380,11","7.499.380,11"
19,2012,jan,RESERVA DE CONTINGENCIA,"53.500,00","0,00","0,00"
20,2012,jan,TOTAIS,"5.056.974.000,00","308.278.394,97","308.278.394,97"
