,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
16,2015,set,CIENCIA E TECNOLOGIA,"10.350.000,00","552.828,60","2.232.720,96"
17,2015,set,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,set,COMERCIO E SERVICOS,"153.202.822,00","776.305,16","14.546.536,64"
19,2015,set,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,set,DESPORTO E LAZER,"31.024.296,00","5.929.222,77","20.501.082,46"
21,2015,set,ENCARGOS ESPECIAIS,"145.663.462,00","4.094.589,01","76.612.055,79"
22,2015,set,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,set,TOTAIS,"6.423.442.864,00","417.230.385,40","4.084.057.076,64"
0,2015,ago,LEGISLATIVA,"154.787.032,00","7.798.497,78","104.528.844,11"
1,2015,ago,JUDICIARIA,"43.699.679,00","3.448.983,29","25.992.397,35"
2,2015,ago,ESSENCIAL A JUSTICA,"107.000,00","1.400,00","82.115,87"
3,2015,ago,ADMINISTRACAO,"666.270.824,00","47.389.916,69","355.016.103,16"
4,2015,ago,SEGURANCA PUBLICA,"163.026.096,00","19.629.496,67","101.222.242,47"
5,2015,ago,ASSISTENCIA SOCIAL,"90.664.416,00","7.031.496,76","56.787.868,88"
6,2015,ago,PREVIDENCIA SOCIAL,"552.492.087,00","44.282.382,01","368.427.125,46"
7,2015,ago,SAUDE,"1.903.099.997,00","132.831.754,47","1.194.926.246,53"
8,2015,ago,TRABALHO,"15.602.777,00","836.672,52","2.844.874,29"
9,2015,ago,EDUCACAO,"1.307.877.548,00","95.693.274,58","768.031.883,46"
10,2015,ago,CULTURA,"57.985.508,00","284.130,76","18.291.293,29"
11,2015,ago,DIREITOS DA CIDADANIA,"54.121.307,00","2.549.651,36","17.812.653,40"
12,2015,ago,URBANISMO,"877.454.275,00","36.350.328,43","481.989.644,77"
13,2015,ago,HABITACAO,"105.298.590,00","2.670.624,40","13.653.914,78"
14,2015,ago,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,ago,GESTAO AMBIENTAL,"88.935.070,00","6.762.154,36","54.680.033,11"
16,2015,ago,CIENCIA E TECNOLOGIA,"10.350.000,00","248.777,09","1.679.892,36"
17,2015,ago,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,ago,COMERCIO E SERVICOS,"153.202.822,00","693.252,36","13.770.231,48"
19,2015,ago,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,ago,DESPORTO E LAZER,"31.024.296,00","519.210,60","14.571.859,69"
21,2015,ago,ENCARGOS ESPECIAIS,"145.663.462,00","6.104.984,79","72.517.466,78"
22,2015,ago,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,ago,TOTAIS,"6.423.442.864,00","415.126.988,92","3.666.826.691,24"
0,2015,jul,LEGISLATIVA,"154.787.032,00","12.517.554,94","96.730.346,33"
1,2015,jul,JUDICIARIA,"43.699.679,00","3.141.187,72","22.543.414,06"
2,2015,jul,ESSENCIAL A JUSTICA,"107.000,00","18.109,02","80.715,87"
3,2015,jul,ADMINISTRACAO,"666.270.824,00","40.787.855,57","307.626.186,47"
4,2015,jul,SEGURANCA PUBLICA,"163.026.096,00","14.872.792,30","81.592.745,80"
5,2015,jul,ASSISTENCIA SOCIAL,"90.664.416,00","12.199.453,91","49.756.372,12"
6,2015,jul,PREVIDENCIA SOCIAL,"552.492.087,00","45.590.885,20","324.144.743,45"
7,2015,jul,SAUDE,"1.903.099.997,00","154.755.478,83","1.062.094.492,06"
8,2015,jul,TRABALHO,"15.602.777,00","191.123,42","2.008.201,77"
9,2015,jul,EDUCACAO,"1.307.877.548,00","92.666.025,85","672.338.608,88"
10,2015,jul,CULTURA,"57.985.508,00","79.394,24","18.007.162,53"
11,2015,jul,DIREITOS DA CIDADANIA,"54.121.307,00","1.681.631,85","15.263.002,04"
12,2015,jul,URBANISMO,"877.454.275,00","84.424.984,76","445.639.316,34"
13,2015,jul,HABITACAO,"105.298.590,00","1.794.575,47","10.983.290,38"
14,2015,jul,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,jul,GESTAO AMBIENTAL,"88.935.070,00","6.803.743,85","47.917.878,75"
16,2015,jul,CIENCIA E TECNOLOGIA,"10.350.000,00","177.457,06","1.431.115,27"
17,2015,jul,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,jul,COMERCIO E SERVICOS,"153.202.822,00","1.111.048,25","13.076.979,12"
19,2015,jul,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,jul,DESPORTO E LAZER,"31.024.296,00","-202.188,79","14.052.649,09"
21,2015,jul,ENCARGOS ESPECIAIS,"145.663.462,00","9.332.647,99","66.412.481,99"
22,2015,jul,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,jul,TOTAIS,"6.423.442.864,00","481.943.761,44","3.251.699.702,32"
0,2015,jun,LEGISLATIVA,"154.787.032,00","7.968.713,83","84.212.791,39"
1,2015,jun,JUDICIARIA,"43.699.679,00","4.040.081,71","19.402.226,34"
2,2015,jun,ESSENCIAL A JUSTICA,"107.000,00","12.814,77","62.606,85"
3,2015,jun,ADMINISTRACAO,"666.270.824,00","57.825.061,41","266.838.330,90"
4,2015,jun,SEGURANCA PUBLICA,"163.026.096,00","12.206.624,26","66.719.953,50"
5,2015,jun,ASSISTENCIA SOCIAL,"90.664.416,00","8.984.452,35","37.556.918,21"
6,2015,jun,PREVIDENCIA SOCIAL,"552.492.087,00","60.692.824,46","278.553.858,25"
7,2015,jun,SAUDE,"1.903.099.997,00","171.061.359,08","907.339.013,23"
8,2015,jun,TRABALHO,"15.602.777,00","635.034,29","1.817.078,35"
9,2015,jun,EDUCACAO,"1.307.877.548,00","114.490.038,44","579.672.583,03"
10,2015,jun,CULTURA,"57.985.508,00","3.818.563,67","17.927.768,29"
11,2015,jun,DIREITOS DA CIDADANIA,"54.121.307,00","2.880.242,79","13.581.370,19"
12,2015,jun,URBANISMO,"877.454.275,00","68.768.680,78","361.214.331,58"
13,2015,jun,HABITACAO,"105.298.590,00","1.435.756,52","9.188.714,91"
14,2015,jun,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,jun,GESTAO AMBIENTAL,"88.935.070,00","8.577.775,23","41.114.134,90"
16,2015,jun,CIENCIA E TECNOLOGIA,"10.350.000,00","227.024,41","1.253.658,21"
17,2015,jun,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,jun,COMERCIO E SERVICOS,"153.202.822,00","7.428.460,35","11.965.930,87"
19,2015,jun,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,jun,DESPORTO E LAZER,"31.024.296,00","6.765.670,71","14.254.837,88"
21,2015,jun,ENCARGOS ESPECIAIS,"145.663.462,00","16.355.428,91","57.079.834,00"
22,2015,jun,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,jun,TOTAIS,"6.423.442.864,00","554.174.607,97","2.769.755.940,88"
0,2015,mai,LEGISLATIVA,"154.787.032,00","17.658.492,08","76.244.077,56"
1,2015,mai,JUDICIARIA,"43.699.679,00","3.144.181,11","15.362.144,63"
2,2015,mai,ESSENCIAL A JUSTICA,"107.000,00","800,00","49.792,08"
3,2015,mai,ADMINISTRACAO,"666.270.824,00","46.489.609,41","209.013.269,49"
4,2015,mai,SEGURANCA PUBLICA,"163.026.096,00","12.965.775,03","54.513.329,24"
5,2015,mai,ASSISTENCIA SOCIAL,"90.664.416,00","6.136.757,78","28.572.465,86"
6,2015,mai,PREVIDENCIA SOCIAL,"552.492.087,00","44.230.739,58","217.861.033,79"
7,2015,mai,SAUDE,"1.903.099.997,00","170.897.229,23","736.277.654,15"
8,2015,mai,TRABALHO,"15.602.777,00","209.084,50","1.182.044,06"
9,2015,mai,EDUCACAO,"1.307.877.548,00","94.188.153,15","465.182.544,59"
10,2015,mai,CULTURA,"57.985.508,00","5.079.133,83","14.109.204,62"
11,2015,mai,DIREITOS DA CIDADANIA,"54.121.307,00","1.466.380,20","10.701.127,40"
12,2015,mai,URBANISMO,"877.454.275,00","82.207.736,10","292.445.650,80"
13,2015,mai,HABITACAO,"105.298.590,00","1.838.302,99","7.752.958,39"
14,2015,mai,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,mai,GESTAO AMBIENTAL,"88.935.070,00","6.261.593,37","32.536.359,67"
16,2015,mai,CIENCIA E TECNOLOGIA,"10.350.000,00","354.190,33","1.026.633,80"
17,2015,mai,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,mai,COMERCIO E SERVICOS,"153.202.822,00","1.381.971,32","4.537.470,52"
19,2015,mai,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,mai,DESPORTO E LAZER,"31.024.296,00","5.761.378,18","7.489.167,17"
21,2015,mai,ENCARGOS ESPECIAIS,"145.663.462,00","8.199.901,63","40.724.405,09"
22,2015,mai,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,mai,TOTAIS,"6.423.442.864,00","508.471.409,82","2.215.581.332,91"
0,2015,abr,LEGISLATIVA,"154.787.032,00","7.478.880,99","58.585.585,48"
1,2015,abr,JUDICIARIA,"43.699.679,00","3.044.993,44","12.217.963,52"
2,2015,abr,ESSENCIAL A JUSTICA,"107.000,00","48.992,08","48.992,08"
3,2015,abr,ADMINISTRACAO,"666.270.824,00","49.595.205,24","162.523.660,08"
4,2015,abr,SEGURANCA PUBLICA,"163.026.096,00","12.246.851,26","41.547.554,21"
5,2015,abr,ASSISTENCIA SOCIAL,"90.664.416,00","6.446.010,38","22.435.708,08"
6,2015,abr,PREVIDENCIA SOCIAL,"552.492.087,00","44.006.937,95","173.630.294,21"
7,2015,abr,SAUDE,"1.903.099.997,00","135.148.423,09","565.380.424,92"
8,2015,abr,TRABALHO,"15.602.777,00","389.567,87","972.959,56"
9,2015,abr,EDUCACAO,"1.307.877.548,00","101.740.670,16","370.994.391,44"
10,2015,abr,CULTURA,"57.985.508,00","1.582.239,11","9.030.070,79"
11,2015,abr,DIREITOS DA CIDADANIA,"54.121.307,00","1.849.764,93","9.234.747,20"
12,2015,abr,URBANISMO,"877.454.275,00","76.674.438,88","210.237.914,70"
13,2015,abr,HABITACAO,"105.298.590,00","1.523.167,28","5.914.655,40"
14,2015,abr,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,abr,GESTAO AMBIENTAL,"88.935.070,00","6.778.536,49","26.274.766,30"
16,2015,abr,CIENCIA E TECNOLOGIA,"10.350.000,00","165.940,16","672.443,47"
17,2015,abr,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,abr,COMERCIO E SERVICOS,"153.202.822,00","1.878.222,70","3.155.499,20"
19,2015,abr,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,abr,DESPORTO E LAZER,"31.024.296,00","300.763,15","1.727.788,99"
21,2015,abr,ENCARGOS ESPECIAIS,"145.663.462,00","11.568.039,85","32.524.503,46"
22,2015,abr,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,abr,TOTAIS,"6.423.442.864,00","462.467.645,01","1.707.109.923,09"
0,2015,mar,LEGISLATIVA,"154.787.032,00","10.535.809,45","51.106.704,49"
1,2015,mar,JUDICIARIA,"43.699.679,00","3.336.713,47","9.172.970,08"
2,2015,mar,ESSENCIAL A JUSTICA,"107.000,00","0,00","0,00"
3,2015,mar,ADMINISTRACAO,"666.270.824,00","39.967.188,55","112.928.454,84"
4,2015,mar,SEGURANCA PUBLICA,"163.026.096,00","12.428.012,90","29.300.702,95"
5,2015,mar,ASSISTENCIA SOCIAL,"90.664.416,00","7.773.045,85","15.989.697,70"
6,2015,mar,PREVIDENCIA SOCIAL,"552.492.087,00","44.013.336,99","129.623.356,26"
7,2015,mar,SAUDE,"1.903.099.997,00","153.092.463,46","430.232.001,83"
8,2015,mar,TRABALHO,"15.602.777,00","351.689,04","583.391,69"
9,2015,mar,EDUCACAO,"1.307.877.548,00","108.816.364,87","269.253.721,28"
10,2015,mar,CULTURA,"57.985.508,00","3.816.286,87","7.447.831,68"
11,2015,mar,DIREITOS DA CIDADANIA,"54.121.307,00","4.076.586,18","7.384.982,27"
12,2015,mar,URBANISMO,"877.454.275,00","97.593.172,75","133.563.475,82"
13,2015,mar,HABITACAO,"105.298.590,00","1.825.736,54","4.391.488,12"
14,2015,mar,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,mar,GESTAO AMBIENTAL,"88.935.070,00","6.763.198,22","19.496.229,81"
16,2015,mar,CIENCIA E TECNOLOGIA,"10.350.000,00","192.601,23","506.503,31"
17,2015,mar,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,mar,COMERCIO E SERVICOS,"153.202.822,00","633.943,65","1.277.276,50"
19,2015,mar,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,mar,DESPORTO E LAZER,"31.024.296,00","263.601,95","1.427.025,84"
21,2015,mar,ENCARGOS ESPECIAIS,"145.663.462,00","7.172.484,89","20.956.463,61"
22,2015,mar,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,mar,TOTAIS,"6.423.442.864,00","502.652.236,86","1.244.642.278,08"
0,2015,fev,LEGISLATIVA,"154.787.032,00","14.484.938,16","40.570.895,04"
1,2015,fev,JUDICIARIA,"43.699.679,00","2.954.633,30","5.836.256,61"
2,2015,fev,ESSENCIAL A JUSTICA,"107.000,00","0,00","0,00"
3,2015,fev,ADMINISTRACAO,"666.270.824,00","39.551.471,41","72.961.266,29"
4,2015,fev,SEGURANCA PUBLICA,"163.026.096,00","7.470.284,36","16.872.690,05"
5,2015,fev,ASSISTENCIA SOCIAL,"90.664.416,00","5.171.666,10","8.216.651,85"
6,2015,fev,PREVIDENCIA SOCIAL,"552.492.087,00","43.892.548,84","85.610.019,27"
7,2015,fev,SAUDE,"1.903.099.997,00","140.019.775,73","277.139.538,37"
8,2015,fev,TRABALHO,"15.602.777,00","231.702,65","231.702,65"
9,2015,fev,EDUCACAO,"1.307.877.548,00","91.606.460,04","160.437.356,41"
10,2015,fev,CULTURA,"57.985.508,00","2.998.376,21","3.631.544,81"
11,2015,fev,DIREITOS DA CIDADANIA,"54.121.307,00","1.873.941,01","3.308.396,09"
12,2015,fev,URBANISMO,"877.454.275,00","20.516.964,09","35.970.303,07"
13,2015,fev,HABITACAO,"105.298.590,00","1.322.144,61","2.565.751,58"
14,2015,fev,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,fev,GESTAO AMBIENTAL,"88.935.070,00","6.554.492,33","12.733.031,59"
16,2015,fev,CIENCIA E TECNOLOGIA,"10.350.000,00","155.059,74","313.902,08"
17,2015,fev,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,fev,COMERCIO E SERVICOS,"153.202.822,00","277.797,93","643.332,85"
19,2015,fev,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,fev,DESPORTO E LAZER,"31.024.296,00","234.664,88","1.163.423,89"
21,2015,fev,ENCARGOS ESPECIAIS,"145.663.462,00","6.543.408,03","13.783.978,72"
22,2015,fev,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,fev,TOTAIS,"6.423.442.864,00","385.860.329,42","741.990.041,22"
0,2015,jan,LEGISLATIVA,"154.787.032,00","26.085.956,88","26.085.956,88"
1,2015,jan,JUDICIARIA,"43.699.679,00","2.881.623,31","2.881.623,31"
2,2015,jan,ESSENCIAL A JUSTICA,"107.000,00","0,00","0,00"
3,2015,jan,ADMINISTRACAO,"666.270.824,00","33.409.794,88","33.409.794,88"
4,2015,jan,SEGURANCA PUBLICA,"163.026.096,00","9.402.405,69","9.402.405,69"
5,2015,jan,ASSISTENCIA SOCIAL,"90.664.416,00","3.044.985,75","3.044.985,75"
6,2015,jan,PREVIDENCIA SOCIAL,"552.492.087,00","41.717.470,43","41.717.470,43"
7,2015,jan,SAUDE,"1.903.099.997,00","137.119.762,64","137.119.762,64"
8,2015,jan,TRABALHO,"15.602.777,00","0,00","0,00"
9,2015,jan,EDUCACAO,"1.307.877.548,00","68.830.896,37","68.830.896,37"
10,2015,jan,CULTURA,"57.985.508,00","633.168,60","633.168,60"
11,2015,jan,DIREITOS DA CIDADANIA,"54.121.307,00","1.434.455,08","1.434.455,08"
12,2015,jan,URBANISMO,"877.454.275,00","15.453.338,98","15.453.338,98"
13,2015,jan,HABITACAO,"105.298.590,00","1.243.606,97","1.243.606,97"
14,2015,jan,SANEAMENTO,"161.000,00","0,00","0,00"
15,2015,jan,GESTAO AMBIENTAL,"88.935.070,00","6.178.539,26","6.178.539,26"
16,2015,jan,CIENCIA E TECNOLOGIA,"10.350.000,00","158.842,34","158.842,34"
17,2015,jan,AGRICULTURA,"105.000,00","0,00","0,00"
18,2015,jan,COMERCIO E SERVICOS,"153.202.822,00","365.534,92","365.534,92"
19,2015,jan,COMUNICACOES,"810.000,00","0,00","0,00"
20,2015,jan,DESPORTO E LAZER,"31.024.296,00","928.759,01","928.759,01"
21,2015,jan,ENCARGOS ESPECIAIS,"145.663.462,00","7.240.570,69","7.240.570,69"
22,2015,jan,RESERVA DE CONTINGENCIA,"704.078,00","0,00","0,00"
23,2015,jan,TOTAIS,"6.423.442.864,00","356.129.711,80","356.129.711,80"
