,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
0,2017,nov,LEGISLATIVA,"160.168.133,00","11.135.720,88","148.479.053,64"
1,2017,nov,JUDICIARIA,"46.852.084,00","3.048.464,13","32.819.925,62"
2,2017,nov,ESSENCIAL A JUSTICA,"589.136,00","88.382,98","301.356,08"
3,2017,nov,ADMINISTRACAO,"711.381.356,00","60.716.348,45","614.447.317,60"
4,2017,nov,SEGURANCA PUBLICA,"271.813.554,00","27.361.991,61","205.974.100,27"
5,2017,nov,ASSISTENCIA SOCIAL,"126.369.640,00","9.777.872,64","73.387.007,49"
6,2017,nov,PREVIDENCIA SOCIAL,"750.400.027,00","62.775.383,02","640.152.237,33"
7,2017,nov,SAUDE,"2.309.931.879,00","217.572.680,64","1.888.351.874,33"
8,2017,nov,TRABALHO,"14.051.770,00","68.422,55","623.918,01"
9,2017,nov,EDUCACAO,"1.497.813.528,00","112.904.044,20","1.213.085.762,92"
10,2017,nov,CULTURA,"96.365.773,00","6.252.490,78","41.228.421,18"
11,2017,nov,DIREITOS DA CIDADANIA,"61.994.260,00","1.222.749,49","24.385.154,30"
12,2017,nov,URBANISMO,"830.440.839,00","67.870.937,04","725.832.507,25"
13,2017,nov,HABITACAO,"132.253.189,00","2.619.965,93","24.944.535,96"
14,2017,nov,GESTAO AMBIENTAL,"121.468.757,00","5.874.968,39","77.378.119,23"
15,2017,nov,CIENCIA E TECNOLOGIA,"9.062.081,00","789.943,05","3.086.101,90"
16,2017,nov,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,nov,COMERCIO E SERVICOS,"195.838.087,00","2.956.933,78","6.932.146,01"
18,2017,nov,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,nov,DESPORTO E LAZER,"48.217.566,00","235.691,77","14.924.374,33"
20,2017,nov,ENCARGOS ESPECIAIS,"202.025.565,00","32.320.245,22","201.179.259,64"
21,2017,nov,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,nov,TOTAIS,"7.587.400.224,00","625.593.236,55","5.937.513.173,09"
0,2017,out,LEGISLATIVA,"160.168.133,00","8.499.780,70","137.343.332,76"
1,2017,out,JUDICIARIA,"46.852.084,00","2.902.795,68","29.771.461,49"
2,2017,out,ESSENCIAL A JUSTICA,"589.136,00","55.235,54","212.973,10"
3,2017,out,ADMINISTRACAO,"711.381.356,00","48.472.236,64","553.730.969,15"
4,2017,out,SEGURANCA PUBLICA,"271.813.554,00","16.434.377,37","178.612.108,66"
5,2017,out,ASSISTENCIA SOCIAL,"126.369.640,00","4.314.513,94","63.609.134,85"
6,2017,out,PREVIDENCIA SOCIAL,"750.400.027,00","59.385.472,88","577.376.854,31"
7,2017,out,SAUDE,"2.309.931.879,00","158.819.453,71","1.670.779.193,69"
8,2017,out,TRABALHO,"14.051.770,00","14.645,62","555.495,46"
9,2017,out,EDUCACAO,"1.497.813.528,00","101.765.013,59","1.100.181.718,72"
10,2017,out,CULTURA,"96.365.773,00","2.781.996,60","34.975.930,40"
11,2017,out,DIREITOS DA CIDADANIA,"61.994.260,00","1.212.812,42","23.162.404,81"
12,2017,out,URBANISMO,"830.440.839,00","57.455.266,12","657.961.570,21"
13,2017,out,HABITACAO,"132.253.189,00","3.980.555,20","22.324.570,03"
14,2017,out,GESTAO AMBIENTAL,"121.468.757,00","5.312.642,62","71.503.150,84"
15,2017,out,CIENCIA E TECNOLOGIA,"9.062.081,00","511.849,56","2.296.158,85"
16,2017,out,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,out,COMERCIO E SERVICOS,"195.838.087,00","349.245,15","3.975.212,23"
18,2017,out,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,out,DESPORTO E LAZER,"48.217.566,00","1.100.287,19","14.688.682,56"
20,2017,out,ENCARGOS ESPECIAIS,"202.025.565,00","9.355.978,32","168.859.014,42"
21,2017,out,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,out,TOTAIS,"7.587.400.224,00","482.724.158,85","5.311.919.936,54"
0,2017,set,LEGISLATIVA,"160.168.133,00","13.020.358,83","128.843.552,06"
1,2017,set,JUDICIARIA,"46.852.084,00","2.834.157,40","26.868.665,81"
2,2017,set,ESSENCIAL A JUSTICA,"589.136,00","11.744,92","157.737,56"
3,2017,set,ADMINISTRACAO,"711.381.356,00","53.342.975,19","505.258.732,51"
4,2017,set,SEGURANCA PUBLICA,"271.813.554,00","18.736.390,24","162.177.731,29"
5,2017,set,ASSISTENCIA SOCIAL,"126.369.640,00","6.438.863,67","59.294.620,91"
6,2017,set,PREVIDENCIA SOCIAL,"750.400.027,00","58.303.494,61","517.991.381,43"
7,2017,set,SAUDE,"2.309.931.879,00","174.380.027,49","1.511.959.739,98"
8,2017,set,TRABALHO,"14.051.770,00","26.649,13","540.849,84"
9,2017,set,EDUCACAO,"1.497.813.528,00","96.046.843,94","998.416.705,13"
10,2017,set,CULTURA,"96.365.773,00","2.710.613,12","32.193.933,80"
11,2017,set,DIREITOS DA CIDADANIA,"61.994.260,00","1.111.518,89","21.949.592,39"
12,2017,set,URBANISMO,"830.440.839,00","44.523.654,51","600.506.304,09"
13,2017,set,HABITACAO,"132.253.189,00","1.057.028,44","18.344.014,83"
14,2017,set,GESTAO AMBIENTAL,"121.468.757,00","5.666.167,45","66.190.508,22"
15,2017,set,CIENCIA E TECNOLOGIA,"9.062.081,00","189.315,16","1.784.309,29"
16,2017,set,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,set,COMERCIO E SERVICOS,"195.838.087,00","236.192,21","3.625.967,08"
18,2017,set,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,set,DESPORTO E LAZER,"48.217.566,00","575.749,37","13.588.395,37"
20,2017,set,ENCARGOS ESPECIAIS,"202.025.565,00","6.917.035,91","159.503.036,10"
21,2017,set,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,set,TOTAIS,"7.587.400.224,00","486.128.780,48","4.829.195.777,69"
0,2017,ago,LEGISLATIVA,"160.168.133,00","4.944.393,22","115.823.193,23"
1,2017,ago,JUDICIARIA,"46.852.084,00","2.869.614,48","24.034.508,41"
2,2017,ago,ESSENCIAL A JUSTICA,"589.136,00","-3.742,50","145.992,64"
3,2017,ago,ADMINISTRACAO,"711.381.356,00","51.020.156,50","451.915.757,32"
4,2017,ago,SEGURANCA PUBLICA,"271.813.554,00","20.598.251,40","143.441.341,05"
5,2017,ago,ASSISTENCIA SOCIAL,"126.369.640,00","5.163.958,83","52.855.757,24"
6,2017,ago,PREVIDENCIA SOCIAL,"750.400.027,00","57.279.613,22","459.687.886,82"
7,2017,ago,SAUDE,"2.309.931.879,00","171.716.241,71","1.337.579.712,49"
8,2017,ago,TRABALHO,"14.051.770,00","29.334,20","514.200,71"
9,2017,ago,EDUCACAO,"1.497.813.528,00","105.846.431,91","902.369.861,19"
10,2017,ago,CULTURA,"96.365.773,00","4.139.158,06","29.483.320,68"
11,2017,ago,DIREITOS DA CIDADANIA,"61.994.260,00","2.717.999,14","20.838.073,50"
12,2017,ago,URBANISMO,"830.440.839,00","46.819.729,99","555.982.649,58"
13,2017,ago,HABITACAO,"132.253.189,00","3.787.556,92","17.286.986,39"
14,2017,ago,GESTAO AMBIENTAL,"121.468.757,00","5.698.312,10","60.524.340,77"
15,2017,ago,CIENCIA E TECNOLOGIA,"9.062.081,00","223.493,88","1.594.994,13"
16,2017,ago,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,ago,COMERCIO E SERVICOS,"195.838.087,00","325.599,49","3.389.774,87"
18,2017,ago,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,ago,DESPORTO E LAZER,"48.217.566,00","2.024.388,27","13.012.646,00"
20,2017,ago,ENCARGOS ESPECIAIS,"202.025.565,00","12.232.963,27","152.586.000,19"
21,2017,ago,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,ago,TOTAIS,"7.587.400.224,00","497.433.454,09","4.343.066.997,21"
0,2017,jul,LEGISLATIVA,"160.168.133,00","9.501.300,60","110.878.800,01"
1,2017,jul,JUDICIARIA,"46.852.084,00","2.909.920,65","21.164.893,93"
2,2017,jul,ESSENCIAL A JUSTICA,"589.136,00","24.697,99","149.735,14"
3,2017,jul,ADMINISTRACAO,"711.381.356,00","59.950.910,66","400.895.600,82"
4,2017,jul,SEGURANCA PUBLICA,"271.813.554,00","16.546.531,16","122.843.089,65"
5,2017,jul,ASSISTENCIA SOCIAL,"126.369.640,00","6.068.204,52","47.691.798,41"
6,2017,jul,PREVIDENCIA SOCIAL,"750.400.027,00","55.962.673,78","402.408.273,60"
7,2017,jul,SAUDE,"2.309.931.879,00","162.224.729,81","1.165.863.470,78"
8,2017,jul,TRABALHO,"14.051.770,00","141.156,11","484.866,51"
9,2017,jul,EDUCACAO,"1.497.813.528,00","90.128.733,92","796.523.429,28"
10,2017,jul,CULTURA,"96.365.773,00","2.086.570,10","25.344.162,62"
11,2017,jul,DIREITOS DA CIDADANIA,"61.994.260,00","1.822.804,34","18.120.074,36"
12,2017,jul,URBANISMO,"830.440.839,00","56.048.536,71","509.162.919,59"
13,2017,jul,HABITACAO,"132.253.189,00","2.441.612,72","13.499.429,47"
14,2017,jul,GESTAO AMBIENTAL,"121.468.757,00","7.597.027,92","54.826.028,67"
15,2017,jul,CIENCIA E TECNOLOGIA,"9.062.081,00","160.279,27","1.371.500,25"
16,2017,jul,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,jul,COMERCIO E SERVICOS,"195.838.087,00","381.996,40","3.064.175,38"
18,2017,jul,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,jul,DESPORTO E LAZER,"48.217.566,00","661.373,13","10.988.257,73"
20,2017,jul,ENCARGOS ESPECIAIS,"202.025.565,00","7.741.508,47","140.353.036,92"
21,2017,jul,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,jul,TOTAIS,"7.587.400.224,00","482.400.568,26","3.845.633.543,12"
0,2017,jun,LEGISLATIVA,"160.168.133,00","14.988.946,92","101.377.499,41"
1,2017,jun,JUDICIARIA,"46.852.084,00","3.810.247,61","18.254.973,28"
2,2017,jun,ESSENCIAL A JUSTICA,"589.136,00","5.860,00","125.037,15"
3,2017,jun,ADMINISTRACAO,"711.381.356,00","59.117.313,12","340.944.690,16"
4,2017,jun,SEGURANCA PUBLICA,"271.813.554,00","22.961.696,22","106.296.558,49"
5,2017,jun,ASSISTENCIA SOCIAL,"126.369.640,00","8.792.333,04","41.623.593,89"
6,2017,jun,PREVIDENCIA SOCIAL,"750.400.027,00","75.259.435,17","346.445.599,82"
7,2017,jun,SAUDE,"2.309.931.879,00","195.164.284,48","1.003.638.740,97"
8,2017,jun,TRABALHO,"14.051.770,00","11.977,24","343.710,40"
9,2017,jun,EDUCACAO,"1.497.813.528,00","139.045.801,81","706.394.695,36"
10,2017,jun,CULTURA,"96.365.773,00","4.741.424,71","23.257.592,52"
11,2017,jun,DIREITOS DA CIDADANIA,"61.994.260,00","3.014.107,50","16.297.270,02"
12,2017,jun,URBANISMO,"830.440.839,00","53.184.516,87","453.114.382,88"
13,2017,jun,HABITACAO,"132.253.189,00","1.969.452,94","11.057.816,75"
14,2017,jun,GESTAO AMBIENTAL,"121.468.757,00","10.216.008,50","47.229.000,75"
15,2017,jun,CIENCIA E TECNOLOGIA,"9.062.081,00","286.012,82","1.211.220,98"
16,2017,jun,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,jun,COMERCIO E SERVICOS,"195.838.087,00","428.444,96","2.682.178,98"
18,2017,jun,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,jun,DESPORTO E LAZER,"48.217.566,00","1.199.227,13","10.326.884,60"
20,2017,jun,ENCARGOS ESPECIAIS,"202.025.565,00","22.043.187,56","132.611.528,45"
21,2017,jun,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,jun,TOTAIS,"7.587.400.224,00","616.240.278,60","3.363.232.974,86"
0,2017,mai,LEGISLATIVA,"160.168.133,00","8.267.878,27","86.388.552,49"
1,2017,mai,JUDICIARIA,"46.852.084,00","2.954.333,88","14.444.725,67"
2,2017,mai,ESSENCIAL A JUSTICA,"589.136,00","68.016,28","119.177,15"
3,2017,mai,ADMINISTRACAO,"711.381.356,00","60.729.633,07","281.827.377,04"
4,2017,mai,SEGURANCA PUBLICA,"271.813.554,00","15.463.355,24","83.334.862,27"
5,2017,mai,ASSISTENCIA SOCIAL,"126.369.640,00","8.389.486,91","32.831.260,85"
6,2017,mai,PREVIDENCIA SOCIAL,"750.400.027,00","54.504.509,40","271.186.164,65"
7,2017,mai,SAUDE,"2.309.931.879,00","163.878.396,95","808.474.456,49"
8,2017,mai,TRABALHO,"14.051.770,00","229.137,83","331.733,16"
9,2017,mai,EDUCACAO,"1.497.813.528,00","118.374.186,32","567.348.893,55"
10,2017,mai,CULTURA,"96.365.773,00","2.760.747,33","18.516.167,81"
11,2017,mai,DIREITOS DA CIDADANIA,"61.994.260,00","1.608.099,30","13.283.162,52"
12,2017,mai,URBANISMO,"830.440.839,00","52.844.982,23","399.929.866,01"
13,2017,mai,HABITACAO,"132.253.189,00","2.310.316,74","9.088.363,81"
14,2017,mai,GESTAO AMBIENTAL,"121.468.757,00","7.512.776,74","37.012.992,25"
15,2017,mai,CIENCIA E TECNOLOGIA,"9.062.081,00","224.527,74","925.208,16"
16,2017,mai,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,mai,COMERCIO E SERVICOS,"195.838.087,00","438.738,12","2.253.734,02"
18,2017,mai,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,mai,DESPORTO E LAZER,"48.217.566,00","654.651,57","9.127.657,47"
20,2017,mai,ENCARGOS ESPECIAIS,"202.025.565,00","28.355.955,49","110.568.340,89"
21,2017,mai,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,mai,TOTAIS,"7.587.400.224,00","529.569.729,41","2.746.992.696,26"
0,2017,abr,LEGISLATIVA,"160.168.133,00","8.330.732,03","78.120.674,22"
1,2017,abr,JUDICIARIA,"46.852.084,00","2.870.622,36","11.490.391,79"
2,2017,abr,ESSENCIAL A JUSTICA,"589.136,00","31.670,00","51.160,87"
3,2017,abr,ADMINISTRACAO,"711.381.356,00","53.849.308,71","221.097.743,97"
4,2017,abr,SEGURANCA PUBLICA,"271.813.554,00","15.862.097,84","67.871.507,03"
5,2017,abr,ASSISTENCIA SOCIAL,"126.369.640,00","7.210.755,09","24.441.773,94"
6,2017,abr,PREVIDENCIA SOCIAL,"750.400.027,00","54.669.073,59","216.681.655,25"
7,2017,abr,SAUDE,"2.309.931.879,00","160.561.916,07","644.596.059,54"
8,2017,abr,TRABALHO,"14.051.770,00","93.267,07","102.595,33"
9,2017,abr,EDUCACAO,"1.497.813.528,00","105.494.109,56","448.974.707,23"
10,2017,abr,CULTURA,"96.365.773,00","2.145.971,25","15.755.420,48"
11,2017,abr,DIREITOS DA CIDADANIA,"61.994.260,00","1.768.553,05","11.675.063,22"
12,2017,abr,URBANISMO,"830.440.839,00","44.857.956,15","347.084.883,78"
13,2017,abr,HABITACAO,"132.253.189,00","797.937,09","6.778.047,07"
14,2017,abr,GESTAO AMBIENTAL,"121.468.757,00","7.363.321,94","29.500.215,51"
15,2017,abr,CIENCIA E TECNOLOGIA,"9.062.081,00","218.388,43","700.680,42"
16,2017,abr,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,abr,COMERCIO E SERVICOS,"195.838.087,00","220.974,32","1.814.995,90"
18,2017,abr,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,abr,DESPORTO E LAZER,"48.217.566,00","-330.911,26","8.473.005,90"
20,2017,abr,ENCARGOS ESPECIAIS,"202.025.565,00","13.080.309,03","82.212.385,40"
21,2017,abr,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,abr,TOTAIS,"7.587.400.224,00","479.096.052,32","2.217.422.966,85"
0,2017,mar,LEGISLATIVA,"160.168.133,00","9.950.778,92","69.789.942,19"
1,2017,mar,JUDICIARIA,"46.852.084,00","2.887.009,80","8.619.769,43"
2,2017,mar,ESSENCIAL A JUSTICA,"589.136,00","19.490,87","19.490,87"
3,2017,mar,ADMINISTRACAO,"711.381.356,00","57.354.492,72","167.248.435,26"
4,2017,mar,SEGURANCA PUBLICA,"271.813.554,00","20.725.360,38","52.009.409,19"
5,2017,mar,ASSISTENCIA SOCIAL,"126.369.640,00","7.066.412,78","17.231.018,85"
6,2017,mar,PREVIDENCIA SOCIAL,"750.400.027,00","54.053.006,50","162.012.581,66"
7,2017,mar,SAUDE,"2.309.931.879,00","201.052.873,19","484.034.143,47"
8,2017,mar,TRABALHO,"14.051.770,00","5.061,93","9.328,26"
9,2017,mar,EDUCACAO,"1.497.813.528,00","121.984.309,34","343.480.597,67"
10,2017,mar,CULTURA,"96.365.773,00","2.015.628,78","13.609.449,23"
11,2017,mar,DIREITOS DA CIDADANIA,"61.994.260,00","3.689.203,37","9.906.510,17"
12,2017,mar,URBANISMO,"830.440.839,00","74.288.792,76","302.226.927,63"
13,2017,mar,HABITACAO,"132.253.189,00","3.368.974,79","5.980.109,98"
14,2017,mar,GESTAO AMBIENTAL,"121.468.757,00","7.984.722,00","22.136.893,57"
15,2017,mar,CIENCIA E TECNOLOGIA,"9.062.081,00","214.077,34","482.291,99"
16,2017,mar,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,mar,COMERCIO E SERVICOS,"195.838.087,00","236.764,97","1.594.021,58"
18,2017,mar,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,mar,DESPORTO E LAZER,"48.217.566,00","923.069,50","8.803.917,16"
20,2017,mar,ENCARGOS ESPECIAIS,"202.025.565,00","41.733.501,15","69.132.076,37"
21,2017,mar,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,mar,TOTAIS,"7.587.400.224,00","609.553.531,09","1.738.326.914,53"
0,2017,fev,LEGISLATIVA,"160.168.133,00","8.650.123,80","59.839.163,27"
1,2017,fev,JUDICIARIA,"46.852.084,00","2.981.365,22","5.732.759,63"
2,2017,fev,ESSENCIAL A JUSTICA,"589.136,00","0,00","0,00"
3,2017,fev,ADMINISTRACAO,"711.381.356,00","55.615.627,74","109.893.942,54"
4,2017,fev,SEGURANCA PUBLICA,"271.813.554,00","19.904.438,55","31.284.048,81"
5,2017,fev,ASSISTENCIA SOCIAL,"126.369.640,00","8.304.199,35","10.164.606,07"
6,2017,fev,PREVIDENCIA SOCIAL,"750.400.027,00","53.718.614,51","107.959.575,16"
7,2017,fev,SAUDE,"2.309.931.879,00","177.550.964,85","282.981.270,28"
8,2017,fev,TRABALHO,"14.051.770,00","4.266,33","4.266,33"
9,2017,fev,EDUCACAO,"1.497.813.528,00","116.119.252,91","221.496.288,33"
10,2017,fev,CULTURA,"96.365.773,00","7.247.977,23","11.593.820,45"
11,2017,fev,DIREITOS DA CIDADANIA,"61.994.260,00","2.081.347,40","6.217.306,80"
12,2017,fev,URBANISMO,"830.440.839,00","190.713.355,33","227.938.134,87"
13,2017,fev,HABITACAO,"132.253.189,00","1.032.939,26","2.611.135,19"
14,2017,fev,GESTAO AMBIENTAL,"121.468.757,00","7.496.912,82","14.152.171,57"
15,2017,fev,CIENCIA E TECNOLOGIA,"9.062.081,00","189.430,94","268.214,65"
16,2017,fev,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,fev,COMERCIO E SERVICOS,"195.838.087,00","878.148,85","1.357.256,61"
18,2017,fev,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,fev,DESPORTO E LAZER,"48.217.566,00","5.659.881,94","7.880.847,66"
20,2017,fev,ENCARGOS ESPECIAIS,"202.025.565,00","14.569.718,43","27.398.575,22"
21,2017,fev,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,fev,TOTAIS,"7.587.400.224,00","672.718.565,46","1.128.773.383,44"
0,2017,jan,LEGISLATIVA,"160.168.133,00","51.189.039,47","51.189.039,47"
1,2017,jan,JUDICIARIA,"46.852.084,00","2.751.394,41","2.751.394,41"
2,2017,jan,ESSENCIAL A JUSTICA,"589.136,00","0,00","0,00"
3,2017,jan,ADMINISTRACAO,"711.381.356,00","54.278.314,80","54.278.314,80"
4,2017,jan,SEGURANCA PUBLICA,"271.813.554,00","11.379.610,26","11.379.610,26"
5,2017,jan,ASSISTENCIA SOCIAL,"126.369.640,00","1.860.406,72","1.860.406,72"
6,2017,jan,PREVIDENCIA SOCIAL,"750.400.027,00","54.240.960,65","54.240.960,65"
7,2017,jan,SAUDE,"2.309.931.879,00","105.430.305,43","105.430.305,43"
8,2017,jan,TRABALHO,"14.051.770,00","0,00","0,00"
9,2017,jan,EDUCACAO,"1.497.813.528,00","105.377.035,42","105.377.035,42"
10,2017,jan,CULTURA,"96.365.773,00","4.345.843,22","4.345.843,22"
11,2017,jan,DIREITOS DA CIDADANIA,"61.994.260,00","4.135.959,40","4.135.959,40"
12,2017,jan,URBANISMO,"830.440.839,00","37.224.779,54","37.224.779,54"
13,2017,jan,HABITACAO,"132.253.189,00","1.578.195,93","1.578.195,93"
14,2017,jan,GESTAO AMBIENTAL,"121.468.757,00","6.655.258,75","6.655.258,75"
15,2017,jan,CIENCIA E TECNOLOGIA,"9.062.081,00","78.783,71","78.783,71"
16,2017,jan,AGRICULTURA,"235.000,00","0,00","0,00"
17,2017,jan,COMERCIO E SERVICOS,"195.838.087,00","479.107,76","479.107,76"
18,2017,jan,COMUNICACOES,"20.000,00","0,00","0,00"
19,2017,jan,DESPORTO E LAZER,"48.217.566,00","2.220.965,72","2.220.965,72"
20,2017,jan,ENCARGOS ESPECIAIS,"202.025.565,00","12.828.856,79","12.828.856,79"
21,2017,jan,RESERVA DE CONTINGENCIA,"108.000,00","0,00","0,00"
22,2017,jan,TOTAIS,"7.587.400.224,00","456.054.817,98","456.054.817,98"
