,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
10,2013,set,DIREITOS DA CIDADANIA,"31.255.448,00","2.141.513,86","10.382.495,72"
11,2013,set,URBANISMO,"950.102.501,00","27.047.692,15","401.510.487,07"
12,2013,set,HABITACAO,"120.314.473,00","3.691.700,97","24.923.051,73"
13,2013,set,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,set,GESTAO AMBIENTAL,"91.051.589,00","5.870.667,27","54.226.550,36"
15,2013,set,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,set,COMERCIO E SERVICOS,"143.081.860,00","997.429,21","28.111.334,86"
17,2013,set,DESPORTO E LAZER,"23.681.820,00","322.039,19","2.870.591,48"
18,2013,set,ENCARGOS ESPECIAIS,"144.774.755,00","11.652.794,96","105.583.557,34"
19,2013,set,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,set,TOTAIS,"5.587.796.071,00","354.147.774,93","3.208.319.673,43"
0,2013,ago,LEGISLATIVA,"125.765.590,00","14.005.019,86","90.064.264,09"
1,2013,ago,ESSENCIAL A JUSTICA,"37.617.695,00","2.982.905,95","24.215.123,37"
2,2013,ago,ADMINISTRACAO,"554.890.797,00","45.976.547,18","317.612.973,64"
3,2013,ago,SEGURANCA PUBLICA,"113.388.752,00","4.772.065,91","45.854.453,41"
4,2013,ago,ASSISTENCIA SOCIAL,"114.323.940,00","6.551.180,34","46.106.537,46"
5,2013,ago,PREVIDENCIA SOCIAL,"399.440.000,00","28.200.770,59","229.215.859,75"
6,2013,ago,SAUDE,"1.600.795.109,00","126.457.854,20","942.414.724,25"
7,2013,ago,TRABALHO,"21.192.995,00","1.181.538,63","4.168.075,40"
8,2013,ago,EDUCACAO,"1.015.299.857,00","70.094.582,90","556.312.289,64"
9,2013,ago,CULTURA,"90.266.544,00","1.628.277,19","22.323.366,54"
10,2013,ago,DIREITOS DA CIDADANIA,"31.255.448,00","943.221,38","8.240.981,86"
11,2013,ago,URBANISMO,"950.102.501,00","61.861.723,16","374.462.794,92"
12,2013,ago,HABITACAO,"120.314.473,00","2.180.254,74","21.231.350,76"
13,2013,ago,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,ago,GESTAO AMBIENTAL,"91.051.589,00","5.922.865,62","48.355.883,09"
15,2013,ago,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,ago,COMERCIO E SERVICOS,"143.081.860,00","9.976.558,08","27.113.905,65"
17,2013,ago,DESPORTO E LAZER,"23.681.820,00","288.882,08","2.548.552,29"
18,2013,ago,ENCARGOS ESPECIAIS,"144.774.755,00","14.107.378,17","93.930.762,38"
19,2013,ago,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,ago,TOTAIS,"5.587.796.071,00","397.131.625,98","2.854.171.898,50"
0,2013,jul,LEGISLATIVA,"125.765.590,00","7.228.991,57","76.059.244,23"
1,2013,jul,ESSENCIAL A JUSTICA,"37.617.695,00","3.032.627,00","21.232.217,42"
2,2013,jul,ADMINISTRACAO,"554.890.797,00","47.922.779,70","271.636.426,46"
3,2013,jul,SEGURANCA PUBLICA,"113.388.752,00","5.927.297,17","41.082.387,50"
4,2013,jul,ASSISTENCIA SOCIAL,"114.323.940,00","7.094.222,97","39.555.357,12"
5,2013,jul,PREVIDENCIA SOCIAL,"399.440.000,00","27.741.149,69","201.015.089,16"
6,2013,jul,SAUDE,"1.600.795.109,00","123.336.087,66","815.956.870,05"
7,2013,jul,TRABALHO,"21.192.995,00","149.543,05","2.986.536,77"
8,2013,jul,EDUCACAO,"1.015.299.857,00","66.949.586,05","486.217.706,74"
9,2013,jul,CULTURA,"90.266.544,00","3.377.871,10","20.695.089,35"
10,2013,jul,DIREITOS DA CIDADANIA,"31.255.448,00","772.864,14","7.297.760,48"
11,2013,jul,URBANISMO,"950.102.501,00","62.136.812,76","312.601.071,76"
12,2013,jul,HABITACAO,"120.314.473,00","2.878.392,49","19.051.096,02"
13,2013,jul,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,jul,GESTAO AMBIENTAL,"91.051.589,00","6.064.898,76","42.433.017,47"
15,2013,jul,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,jul,COMERCIO E SERVICOS,"143.081.860,00","6.977.889,18","17.137.347,57"
17,2013,jul,DESPORTO E LAZER,"23.681.820,00","475.354,74","2.259.670,21"
18,2013,jul,ENCARGOS ESPECIAIS,"144.774.755,00","10.823.879,08","79.823.384,21"
19,2013,jul,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,jul,TOTAIS,"5.587.796.071,00","382.890.247,11","2.457.040.272,52"
0,2013,jun,LEGISLATIVA,"125.765.590,00","8.042.583,62","68.830.252,66"
1,2013,jun,ESSENCIAL A JUSTICA,"37.617.695,00","4.159.152,64","18.199.590,42"
2,2013,jun,ADMINISTRACAO,"554.890.797,00","46.959.058,24","223.713.646,76"
3,2013,jun,SEGURANCA PUBLICA,"113.388.752,00","5.373.945,70","35.155.090,33"
4,2013,jun,ASSISTENCIA SOCIAL,"114.323.940,00","6.551.840,33","32.461.134,15"
5,2013,jun,PREVIDENCIA SOCIAL,"399.440.000,00","37.820.635,52","173.273.939,47"
6,2013,jun,SAUDE,"1.600.795.109,00","146.684.448,47","692.620.782,39"
7,2013,jun,TRABALHO,"21.192.995,00","332,74","2.836.993,72"
8,2013,jun,EDUCACAO,"1.015.299.857,00","81.690.238,39","419.268.120,69"
9,2013,jun,CULTURA,"90.266.544,00","4.607.145,09","17.317.218,25"
10,2013,jun,DIREITOS DA CIDADANIA,"31.255.448,00","1.075.200,72","6.524.896,34"
11,2013,jun,URBANISMO,"950.102.501,00","45.818.959,68","250.464.259,00"
12,2013,jun,HABITACAO,"120.314.473,00","1.484.257,49","16.172.703,53"
13,2013,jun,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,jun,GESTAO AMBIENTAL,"91.051.589,00","8.257.363,28","36.368.118,71"
15,2013,jun,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,jun,COMERCIO E SERVICOS,"143.081.860,00","127.915,82","10.159.458,39"
17,2013,jun,DESPORTO E LAZER,"23.681.820,00","340.430,70","1.784.315,47"
18,2013,jun,ENCARGOS ESPECIAIS,"144.774.755,00","13.642.726,70","68.999.505,13"
19,2013,jun,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,jun,TOTAIS,"5.587.796.071,00","412.636.235,13","2.074.150.025,41"
0,2013,mai,LEGISLATIVA,"125.765.590,00","7.445.541,13","60.787.669,04"
1,2013,mai,ESSENCIAL A JUSTICA,"37.617.695,00","3.290.689,49","14.040.437,78"
2,2013,mai,ADMINISTRACAO,"554.890.797,00","42.669.258,13","176.754.588,52"
3,2013,mai,SEGURANCA PUBLICA,"113.388.752,00","7.908.542,45","29.781.144,63"
4,2013,mai,ASSISTENCIA SOCIAL,"114.323.940,00","6.085.304,82","25.909.293,82"
5,2013,mai,PREVIDENCIA SOCIAL,"399.440.000,00","28.453.328,51","135.453.303,95"
6,2013,mai,SAUDE,"1.600.795.109,00","127.753.365,10","545.936.333,92"
7,2013,mai,TRABALHO,"21.192.995,00","-35,00","2.836.660,98"
8,2013,mai,EDUCACAO,"1.015.299.857,00","66.998.338,00","337.577.882,30"
9,2013,mai,CULTURA,"90.266.544,00","3.732.313,29","12.710.073,16"
10,2013,mai,DIREITOS DA CIDADANIA,"31.255.448,00","888.356,64","5.449.695,62"
11,2013,mai,URBANISMO,"950.102.501,00","71.432.227,84","204.645.299,32"
12,2013,mai,HABITACAO,"120.314.473,00","5.012.313,74","14.688.446,04"
13,2013,mai,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,mai,GESTAO AMBIENTAL,"91.051.589,00","5.964.606,04","28.110.755,43"
15,2013,mai,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,mai,COMERCIO E SERVICOS,"143.081.860,00","774.683,52","10.031.542,57"
17,2013,mai,DESPORTO E LAZER,"23.681.820,00","276.382,10","1.443.884,77"
18,2013,mai,ENCARGOS ESPECIAIS,"144.774.755,00","10.667.076,51","55.356.778,43"
19,2013,mai,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,mai,TOTAIS,"5.587.796.071,00","389.352.292,31","1.661.513.790,28"
0,2013,abr,LEGISLATIVA,"125.765.590,00","11.287.237,24","53.342.127,91"
1,2013,abr,ESSENCIAL A JUSTICA,"37.617.695,00","3.063.984,73","10.749.748,29"
2,2013,abr,ADMINISTRACAO,"554.890.797,00","41.590.657,41","134.085.330,39"
3,2013,abr,SEGURANCA PUBLICA,"113.388.752,00","4.642.667,35","21.872.602,18"
4,2013,abr,ASSISTENCIA SOCIAL,"114.323.940,00","9.630.420,03","19.823.989,00"
5,2013,abr,PREVIDENCIA SOCIAL,"399.440.000,00","30.979.193,64","106.999.975,44"
6,2013,abr,SAUDE,"1.600.795.109,00","126.239.833,02","418.182.968,82"
7,2013,abr,TRABALHO,"21.192.995,00","1.944.088,18","2.836.695,98"
8,2013,abr,EDUCACAO,"1.015.299.857,00","76.807.595,85","270.579.544,30"
9,2013,abr,CULTURA,"90.266.544,00","2.698.847,72","8.977.759,87"
10,2013,abr,DIREITOS DA CIDADANIA,"31.255.448,00","2.030.089,15","4.561.338,98"
11,2013,abr,URBANISMO,"950.102.501,00","41.919.437,28","133.213.071,48"
12,2013,abr,HABITACAO,"120.314.473,00","5.568.372,05","9.676.132,30"
13,2013,abr,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,abr,GESTAO AMBIENTAL,"91.051.589,00","5.930.208,28","22.146.149,39"
15,2013,abr,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,abr,COMERCIO E SERVICOS,"143.081.860,00","7.110.435,97","9.256.859,05"
17,2013,abr,DESPORTO E LAZER,"23.681.820,00","243.135,89","1.167.502,67"
18,2013,abr,ENCARGOS ESPECIAIS,"144.774.755,00","11.887.847,58","44.689.701,92"
19,2013,abr,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,abr,TOTAIS,"5.587.796.071,00","383.574.051,37","1.272.161.497,97"
0,2013,mar,LEGISLATIVA,"125.765.590,00","6.645.668,06","42.054.890,67"
1,2013,mar,ESSENCIAL A JUSTICA,"37.617.695,00","2.840.593,30","7.685.763,56"
2,2013,mar,ADMINISTRACAO,"554.890.797,00","31.384.142,34","92.494.672,98"
3,2013,mar,SEGURANCA PUBLICA,"113.388.752,00","9.667.759,25","17.229.934,83"
4,2013,mar,ASSISTENCIA SOCIAL,"114.323.940,00","3.635.029,55","10.193.568,97"
5,2013,mar,PREVIDENCIA SOCIAL,"399.440.000,00","24.911.286,65","76.020.781,80"
6,2013,mar,SAUDE,"1.600.795.109,00","110.999.199,61","291.943.135,80"
7,2013,mar,TRABALHO,"21.192.995,00","13.186,80","892.607,80"
8,2013,mar,EDUCACAO,"1.015.299.857,00","58.131.455,05","193.771.948,45"
9,2013,mar,CULTURA,"90.266.544,00","592.796,58","6.278.912,15"
10,2013,mar,DIREITOS DA CIDADANIA,"31.255.448,00","1.057.672,38","2.531.249,83"
11,2013,mar,URBANISMO,"950.102.501,00","25.070.885,00","91.293.634,20"
12,2013,mar,HABITACAO,"120.314.473,00","285.743,34","4.107.760,25"
13,2013,mar,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,mar,GESTAO AMBIENTAL,"91.051.589,00","5.597.395,33","16.215.941,11"
15,2013,mar,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,mar,COMERCIO E SERVICOS,"143.081.860,00","23.857,00","2.146.423,08"
17,2013,mar,DESPORTO E LAZER,"23.681.820,00","279.919,96","924.366,78"
18,2013,mar,ENCARGOS ESPECIAIS,"144.774.755,00","8.297.729,76","32.801.854,34"
19,2013,mar,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,mar,TOTAIS,"5.587.796.071,00","289.434.319,96","888.587.446,60"
0,2013,fev,LEGISLATIVA,"125.765.590,00","9.460.753,65","35.409.222,61"
1,2013,fev,ESSENCIAL A JUSTICA,"37.617.695,00","2.529.100,29","4.845.170,26"
2,2013,fev,ADMINISTRACAO,"554.890.797,00","35.440.021,66","61.110.530,64"
3,2013,fev,SEGURANCA PUBLICA,"113.388.752,00","4.507.131,64","7.562.175,58"
4,2013,fev,ASSISTENCIA SOCIAL,"114.323.940,00","4.842.895,00","6.558.539,42"
5,2013,fev,PREVIDENCIA SOCIAL,"399.440.000,00","24.963.019,86","51.109.495,15"
6,2013,fev,SAUDE,"1.600.795.109,00","103.400.440,33","180.943.936,19"
7,2013,fev,TRABALHO,"21.192.995,00","0,00","879.421,00"
8,2013,fev,EDUCACAO,"1.015.299.857,00","78.273.562,76","135.640.493,40"
9,2013,fev,CULTURA,"90.266.544,00","4.982.985,54","5.686.115,57"
10,2013,fev,DIREITOS DA CIDADANIA,"31.255.448,00","976.318,04","1.473.577,45"
11,2013,fev,URBANISMO,"950.102.501,00","46.895.129,51","66.222.749,20"
12,2013,fev,HABITACAO,"120.314.473,00","3.742.247,51","3.822.016,91"
13,2013,fev,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,fev,GESTAO AMBIENTAL,"91.051.589,00","5.409.877,53","10.618.545,78"
15,2013,fev,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,fev,COMERCIO E SERVICOS,"143.081.860,00","0,00","2.122.566,08"
17,2013,fev,DESPORTO E LAZER,"23.681.820,00","506.448,88","644.446,82"
18,2013,fev,ENCARGOS ESPECIAIS,"144.774.755,00","13.360.321,53","24.504.124,58"
19,2013,fev,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,fev,TOTAIS,"5.587.796.071,00","339.290.253,73","599.153.126,64"
0,2013,jan,LEGISLATIVA,"125.765.590,00","25.948.468,96","25.948.468,96"
1,2013,jan,ESSENCIAL A JUSTICA,"37.617.695,00","2.316.069,97","2.316.069,97"
2,2013,jan,ADMINISTRACAO,"554.890.797,00","25.670.508,98","25.670.508,98"
3,2013,jan,SEGURANCA PUBLICA,"113.388.752,00","3.055.043,94","3.055.043,94"
4,2013,jan,ASSISTENCIA SOCIAL,"114.323.940,00","1.715.644,42","1.715.644,42"
5,2013,jan,PREVIDENCIA SOCIAL,"399.440.000,00","26.146.475,29","26.146.475,29"
6,2013,jan,SAUDE,"1.600.795.109,00","77.543.495,86","77.543.495,86"
7,2013,jan,TRABALHO,"21.192.995,00","879.421,00","879.421,00"
8,2013,jan,EDUCACAO,"1.015.299.857,00","57.366.930,64","57.366.930,64"
9,2013,jan,CULTURA,"90.266.544,00","703.130,03","703.130,03"
10,2013,jan,DIREITOS DA CIDADANIA,"31.255.448,00","497.259,41","497.259,41"
11,2013,jan,URBANISMO,"950.102.501,00","19.327.619,69","19.327.619,69"
12,2013,jan,HABITACAO,"120.314.473,00","79.769,40","79.769,40"
13,2013,jan,SANEAMENTO,"3.513.362,00","0,00","0,00"
14,2013,jan,GESTAO AMBIENTAL,"91.051.589,00","5.208.668,25","5.208.668,25"
15,2013,jan,CIENCIA E TECNOLOGIA,"4.552.862,00","0,00","0,00"
16,2013,jan,COMERCIO E SERVICOS,"143.081.860,00","2.122.566,08","2.122.566,08"
17,2013,jan,DESPORTO E LAZER,"23.681.820,00","137.997,94","137.997,94"
18,2013,jan,ENCARGOS ESPECIAIS,"144.774.755,00","11.143.803,05","11.143.803,05"
19,2013,jan,RESERVA DE CONTINGENCIA,"2.486.122,00","0,00","0,00"
20,2013,jan,TOTAIS,"5.587.796.071,00","259.862.872,91","259.862.872,91"
