,ano,mes,descrição da despesa,Valor Anual Previsto na LOA,valor mensal empenhado,Valor Acumulado
1,2011,jul,ESSENCIAL A JUSTICA,"29.002.468,00","2.395.075,81","18.324.025,46"
2,2011,jul,ADMINISTRACAO,"439.185.529,00","33.051.439,79","228.136.365,90"
3,2011,jul,SEGURANCA PUBLICA,"87.499.358,00","8.890.164,22","55.389.951,40"
4,2011,jul,ASSISTENCIA SOCIAL,"93.351.448,00","7.157.556,01","43.439.920,26"
5,2011,jul,PREVIDENCIA SOCIAL,"327.439.000,00","20.369.865,13","142.720.078,01"
6,2011,jul,SAUDE,"1.263.472.498,00","102.822.213,00","672.655.013,19"
7,2011,jul,TRABALHO,"17.694.579,00","981.594,44","3.973.027,60"
8,2011,jul,EDUCACAO,"839.331.411,00","55.985.425,91","398.067.183,14"
9,2011,jul,CULTURA,"78.348.304,00","1.434.505,94","21.340.527,98"
10,2011,jul,DIREITOS DA CIDADANIA,"23.560.350,00","1.126.521,83","5.468.403,03"
11,2011,jul,URBANISMO,"700.738.742,00","44.043.545,58","287.654.304,66"
12,2011,jul,HABITACAO,"171.507.490,00","4.589.347,16","28.829.155,46"
13,2011,jul,SANEAMENTO,"5.060.000,00","29.091,23","151.801,54"
14,2011,jul,GESTAO AMBIENTAL,"82.648.654,00","5.105.553,09","38.947.797,24"
15,2011,jul,CIENCIA E TECNOLOGIA,"4.365.536,00","54.100,00","622.794,10"
16,2011,jul,COMERCIO E SERVICOS,"71.108.896,00","1.838.070,92","12.103.841,07"
17,2011,jul,DESPORTO E LAZER,"35.034.159,00","3.219.867,68","24.083.438,09"
18,2011,jul,ENCARGOS ESPECIAIS,"116.446.602,00","10.200.713,58","73.200.410,76"
19,2011,jul,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,jul,TOTAIS,"4.483.314.000,00","313.219.618,28","2.114.848.288,39"
0,2011,jun,LEGISLATIVA,"97.215.976,00","6.883.043,59","49.815.282,54"
1,2011,jun,ESSENCIAL A JUSTICA,"29.002.468,00","3.561.421,11","15.928.949,65"
2,2011,jun,ADMINISTRACAO,"439.185.529,00","36.576.627,37","195.084.926,11"
3,2011,jun,SEGURANCA PUBLICA,"87.499.358,00","8.784.204,41","46.499.787,18"
4,2011,jun,ASSISTENCIA SOCIAL,"93.351.448,00","10.263.259,20","36.282.364,25"
5,2011,jun,PREVIDENCIA SOCIAL,"327.439.000,00","28.454.417,26","122.350.212,88"
6,2011,jun,SAUDE,"1.263.472.498,00","109.326.602,75","569.832.800,19"
7,2011,jun,TRABALHO,"17.694.579,00","806.244,10","2.991.433,16"
8,2011,jun,EDUCACAO,"839.331.411,00","68.803.826,47","342.081.757,23"
9,2011,jun,CULTURA,"78.348.304,00","5.208.004,14","19.906.022,04"
10,2011,jun,DIREITOS DA CIDADANIA,"23.560.350,00","989.799,48","4.341.881,20"
11,2011,jun,URBANISMO,"700.738.742,00","46.418.009,59","243.610.759,08"
12,2011,jun,HABITACAO,"171.507.490,00","6.695.947,83","24.239.808,30"
13,2011,jun,SANEAMENTO,"5.060.000,00","49.751,69","122.710,31"
14,2011,jun,GESTAO AMBIENTAL,"82.648.654,00","6.728.531,22","33.842.244,15"
15,2011,jun,CIENCIA E TECNOLOGIA,"4.365.536,00","55.494,10","568.694,10"
16,2011,jun,COMERCIO E SERVICOS,"71.108.896,00","1.341.664,60","10.265.770,15"
17,2011,jun,DESPORTO E LAZER,"35.034.159,00","890.797,19","20.863.570,41"
18,2011,jun,ENCARGOS ESPECIAIS,"116.446.602,00","12.861.313,86","62.999.697,18"
19,2011,jun,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,jun,TOTAIS,"4.483.314.000,00","354.698.959,96","1.801.628.670,11"
0,2011,mai,LEGISLATIVA,"97.215.976,00","5.180.688,41","42.932.238,95"
1,2011,mai,ESSENCIAL A JUSTICA,"29.002.468,00","2.570.770,66","12.367.528,54"
2,2011,mai,ADMINISTRACAO,"439.185.529,00","33.891.896,64","158.508.298,74"
3,2011,mai,SEGURANCA PUBLICA,"87.499.358,00","9.756.487,09","37.715.582,77"
4,2011,mai,ASSISTENCIA SOCIAL,"93.351.448,00","8.884.496,69","26.019.105,05"
5,2011,mai,PREVIDENCIA SOCIAL,"327.439.000,00","20.004.053,39","93.895.795,62"
6,2011,mai,SAUDE,"1.263.472.498,00","104.835.501,44","460.506.197,44"
7,2011,mai,TRABALHO,"17.694.579,00","731.970,35","2.185.189,06"
8,2011,mai,EDUCACAO,"839.331.411,00","61.851.932,34","273.277.930,76"
9,2011,mai,CULTURA,"78.348.304,00","3.011.455,76","14.698.017,90"
10,2011,mai,DIREITOS DA CIDADANIA,"23.560.350,00","766.387,70","3.352.081,72"
11,2011,mai,URBANISMO,"700.738.742,00","51.533.681,39","197.192.749,49"
12,2011,mai,HABITACAO,"171.507.490,00","5.126.927,34","17.543.860,47"
13,2011,mai,SANEAMENTO,"5.060.000,00","72.958,62","72.958,62"
14,2011,mai,GESTAO AMBIENTAL,"82.648.654,00","5.012.884,61","27.113.712,93"
15,2011,mai,CIENCIA E TECNOLOGIA,"4.365.536,00","54.100,00","513.200,00"
16,2011,mai,COMERCIO E SERVICOS,"71.108.896,00","6.579.608,23","8.924.105,55"
17,2011,mai,DESPORTO E LAZER,"35.034.159,00","5.508.991,13","19.972.773,22"
18,2011,mai,ENCARGOS ESPECIAIS,"116.446.602,00","8.354.885,79","50.138.383,32"
19,2011,mai,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,mai,TOTAIS,"4.483.314.000,00","333.729.677,58","1.446.929.710,15"
0,2011,abr,LEGISLATIVA,"97.215.976,00","8.372.410,91","37.751.550,54"
1,2011,abr,ESSENCIAL A JUSTICA,"29.002.468,00","2.168.665,66","9.796.757,88"
2,2011,abr,ADMINISTRACAO,"439.185.529,00","36.257.913,32","124.616.402,10"
3,2011,abr,SEGURANCA PUBLICA,"87.499.358,00","11.602.884,40","27.959.095,68"
4,2011,abr,ASSISTENCIA SOCIAL,"93.351.448,00","5.486.848,18","17.134.608,36"
5,2011,abr,PREVIDENCIA SOCIAL,"327.439.000,00","18.752.378,13","73.891.742,23"
6,2011,abr,SAUDE,"1.263.472.498,00","90.479.351,38","355.670.696,00"
7,2011,abr,TRABALHO,"17.694.579,00","1.074.379,99","1.453.218,71"
8,2011,abr,EDUCACAO,"839.331.411,00","57.629.149,79","211.425.998,42"
9,2011,abr,CULTURA,"78.348.304,00","2.865.469,27","11.686.562,14"
10,2011,abr,DIREITOS DA CIDADANIA,"23.560.350,00","685.950,05","2.585.694,02"
11,2011,abr,URBANISMO,"700.738.742,00","48.731.736,65","145.659.068,10"
12,2011,abr,HABITACAO,"171.507.490,00","4.152.403,29","12.416.933,13"
13,2011,abr,SANEAMENTO,"5.060.000,00","0,00","0,00"
14,2011,abr,GESTAO AMBIENTAL,"82.648.654,00","4.794.695,13","22.100.828,32"
15,2011,abr,CIENCIA E TECNOLOGIA,"4.365.536,00","189.100,00","459.100,00"
16,2011,abr,COMERCIO E SERVICOS,"71.108.896,00","695.872,20","2.344.497,32"
17,2011,abr,DESPORTO E LAZER,"35.034.159,00","504.818,38","14.463.782,09"
18,2011,abr,ENCARGOS ESPECIAIS,"116.446.602,00","20.077.182,40","41.783.497,53"
19,2011,abr,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,abr,TOTAIS,"4.483.314.000,00","314.521.209,13","1.113.200.032,57"
0,2011,mar,LEGISLATIVA,"97.215.976,00","4.876.340,21","29.379.139,63"
1,2011,mar,ESSENCIAL A JUSTICA,"29.002.468,00","3.300.302,65","7.628.092,22"
2,2011,mar,ADMINISTRACAO,"439.185.529,00","29.649.708,19","88.358.488,78"
3,2011,mar,SEGURANCA PUBLICA,"87.499.358,00","8.538.859,71","16.356.211,28"
4,2011,mar,ASSISTENCIA SOCIAL,"93.351.448,00","4.513.625,26","11.647.760,18"
5,2011,mar,PREVIDENCIA SOCIAL,"327.439.000,00","19.260.196,21","55.139.364,10"
6,2011,mar,SAUDE,"1.263.472.498,00","94.072.088,58","265.191.344,62"
7,2011,mar,TRABALHO,"17.694.579,00","219.133,60","378.838,72"
8,2011,mar,EDUCACAO,"839.331.411,00","54.379.071,29","153.796.848,63"
9,2011,mar,CULTURA,"78.348.304,00","5.678.104,41","8.821.092,87"
10,2011,mar,DIREITOS DA CIDADANIA,"23.560.350,00","617.652,32","1.899.743,97"
11,2011,mar,URBANISMO,"700.738.742,00","37.118.461,90","96.927.331,45"
12,2011,mar,HABITACAO,"171.507.490,00","5.142.991,17","8.264.529,84"
13,2011,mar,SANEAMENTO,"5.060.000,00","0,00","0,00"
14,2011,mar,GESTAO AMBIENTAL,"82.648.654,00","4.897.755,43","17.306.133,19"
15,2011,mar,CIENCIA E TECNOLOGIA,"4.365.536,00","135.000,00","270.000,00"
16,2011,mar,COMERCIO E SERVICOS,"71.108.896,00","1.188.663,27","1.648.625,12"
17,2011,mar,DESPORTO E LAZER,"35.034.159,00","8.055.391,00","13.958.963,71"
18,2011,mar,ENCARGOS ESPECIAIS,"116.446.602,00","5.080.249,51","21.706.315,13"
19,2011,mar,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,mar,TOTAIS,"4.483.314.000,00","286.723.594,71","798.678.823,44"
0,2011,fev,LEGISLATIVA,"97.215.976,00","6.463.255,59","24.502.799,42"
1,2011,fev,ESSENCIAL A JUSTICA,"29.002.468,00","2.206.061,73","4.327.789,57"
2,2011,fev,ADMINISTRACAO,"439.185.529,00","34.444.724,99","58.708.780,59"
3,2011,fev,SEGURANCA PUBLICA,"87.499.358,00","5.354.009,34","7.817.351,57"
4,2011,fev,ASSISTENCIA SOCIAL,"93.351.448,00","4.373.419,45","7.134.134,92"
5,2011,fev,PREVIDENCIA SOCIAL,"327.439.000,00","18.122.195,12","35.879.167,89"
6,2011,fev,SAUDE,"1.263.472.498,00","90.204.841,27","171.119.256,04"
7,2011,fev,TRABALHO,"17.694.579,00","159.705,12","159.705,12"
8,2011,fev,EDUCACAO,"839.331.411,00","55.498.397,03","99.417.777,34"
9,2011,fev,CULTURA,"78.348.304,00","2.150.570,70","3.142.988,46"
10,2011,fev,DIREITOS DA CIDADANIA,"23.560.350,00","617.033,69","1.282.091,65"
11,2011,fev,URBANISMO,"700.738.742,00","34.578.980,52","59.808.869,55"
12,2011,fev,HABITACAO,"171.507.490,00","1.563.340,86","3.121.538,67"
13,2011,fev,SANEAMENTO,"5.060.000,00","0,00","0,00"
14,2011,fev,GESTAO AMBIENTAL,"82.648.654,00","4.856.237,66","12.408.377,76"
15,2011,fev,CIENCIA E TECNOLOGIA,"4.365.536,00","135.000,00","135.000,00"
16,2011,fev,COMERCIO E SERVICOS,"71.108.896,00","300.876,96","459.961,85"
17,2011,fev,DESPORTO E LAZER,"35.034.159,00","5.770.730,56","5.903.572,71"
18,2011,fev,ENCARGOS ESPECIAIS,"116.446.602,00","8.010.483,79","16.626.065,62"
19,2011,fev,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,fev,TOTAIS,"4.483.314.000,00","274.809.864,38","511.955.228,73"
0,2011,jan,LEGISLATIVA,"97.215.976,00","18.039.543,83","18.039.543,83"
1,2011,jan,ESSENCIAL A JUSTICA,"29.002.468,00","2.121.727,84","2.121.727,84"
2,2011,jan,ADMINISTRACAO,"439.185.529,00","24.264.055,60","24.264.055,60"
3,2011,jan,SEGURANCA PUBLICA,"87.499.358,00","2.463.342,23","2.463.342,23"
4,2011,jan,ASSISTENCIA SOCIAL,"93.351.448,00","2.760.715,47","2.760.715,47"
5,2011,jan,PREVIDENCIA SOCIAL,"327.439.000,00","17.756.972,77","17.756.972,77"
6,2011,jan,SAUDE,"1.263.472.498,00","80.914.414,77","80.914.414,77"
7,2011,jan,TRABALHO,"17.694.579,00","0,00","0,00"
8,2011,jan,EDUCACAO,"839.331.411,00","43.919.380,31","43.919.380,31"
9,2011,jan,CULTURA,"78.348.304,00","992.417,76","992.417,76"
10,2011,jan,DIREITOS DA CIDADANIA,"23.560.350,00","665.057,96","665.057,96"
11,2011,jan,URBANISMO,"700.738.742,00","25.229.889,03","25.229.889,03"
12,2011,jan,HABITACAO,"171.507.490,00","1.558.197,81","1.558.197,81"
13,2011,jan,SANEAMENTO,"5.060.000,00","0,00","0,00"
14,2011,jan,GESTAO AMBIENTAL,"82.648.654,00","7.552.140,10","7.552.140,10"
15,2011,jan,CIENCIA E TECNOLOGIA,"4.365.536,00","0,00","0,00"
16,2011,jan,COMERCIO E SERVICOS,"71.108.896,00","159.084,89","159.084,89"
17,2011,jan,DESPORTO E LAZER,"35.034.159,00","132.842,15","132.842,15"
18,2011,jan,ENCARGOS ESPECIAIS,"116.446.602,00","8.615.581,83","8.615.581,83"
19,2011,jan,RESERVA DE CONTINGENCIA,"303.000,00","0,00","0,00"
20,2011,jan,TOTAIS,"4.483.314.000,00","237.145.364,35","237.145.364,35"
